CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
50081979,PUEBLA PUEBLA BAR RESTAURANT,Queens,42-18A,JUNCTION BOULEVARD,11368
50008442,KULU DESSERTS,Queens,37-06,PRINCE STREET,11354
50086014,WESTVILLE BAKERY,Manhattan,433,EAST    9 STREET,10009
50053006,KOREAN HOUSE,Brooklyn,763,61 STREET,11220
50040467,WAI KANG CHINESE RESTAURANT,Bronx,39,BEDFORD PARK BLVD EAST,10468
50075794,CROWN FRIED CHICKEN,Brooklyn,1519,FULTON STREET,11216
41393008,THIRD RAIL COFFEE,Manhattan,240,SULLIVAN STREET,10012
41704563,CARIBE RESTAURANT,Brooklyn,214,CENTRAL AVENUE,11221
50066729,BECKYS BITES,Manhattan,122,EAST    7 STREET,10009
50016615,AJ PIZZERIA,Brooklyn,4412,FORT HAMILTON PARKWAY,11219
50105152,,Manhattan,1324,2 AVENUE,10021
50097578,TASTE OF HONG KONG,Queens,3711,MAIN ST,11354
41239693,CAFE 2000 CORONA,Queens,4008,JUNCTION BOULEVARD,11368
41334692,PANCHO VILLA RESTAURANT,Bronx,2274,JEROME AVENUE,10453
50094121,CIAO BELLA PIZZERIA,Brooklyn,2358,80 STREET,11214
40389900,CLASSIC COFFEE SHOP,Manhattan,56,HESTER STREET,10002
50067408,Matsuri,Queens,3956,61ST ST,11377
50074009,PRINCE TEA HOUSE,Brooklyn,8510,21 AVENUE,11214
50058976,CHINA KING,Manhattan,285,3 AVENUE,10010
41476399,BUNDU KHAN KABAB HOUSE,Queens,253-19,UNION TURNPIKE,11004
50091096,BENARES RESTAURANT,Manhattan,45,MURRAY STREET,10007
40783655,GEORGIOS COUNTRY GRILL,Manhattan,801,9 AVENUE,10019
50012463,THE JOLLY GOAT COFFEE BAR,Manhattan,515,WEST   47 STREET,10036
41693660,LA SULTANA CAFE,Manhattan,124,EAST    4 STREET,10003
50054745,DAO PALATE,Brooklyn,329,FLATBUSH AVENUE,11217
50095915,WEI XIAN INC,Brooklyn,6718,FORT HAMILTON PARKWAY,11219
50064858,TETSU,Manhattan,78,LEONARD STREET,10013
41320401,EL MANANTIAL BAKERY,Manhattan,1220,SAINT NICHOLAS AVENUE,10032
41511427,CULTURE ESPRESSO,Manhattan,72,WEST   38 STREET,10018
50019055,C & B,Manhattan,178,EAST    7 STREET,10009
50071517,YARD WITH STYLE JAMAICAN RESTAURANT,Brooklyn,10420,FLATLANDS AVENUE,11236
50015094,PLENTY'S PARADISE,Brooklyn,992,ROGERS AVENUE,11226
50095733,53RD STREET FINE DINING,Manhattan,610,LEXINGTON AVENUE,10022
40384671,CHEZ JOSEPHINE,Manhattan,414,WEST   42 STREET,10036
41631799,PARM,Manhattan,248,MULBERRY STREET,10012
41184659,LA CASA DEL MOFONGO,Manhattan,14471451,SAINT NICHOLAS AVENUE,
50106589,,Queens,4010,UNION ST,11354
50091910,TASTE YUMMY,Brooklyn,782,47 STREET,11220
50071450,BUSHWICK TACO COMPANY,Brooklyn,839,KNICKERBOCKER AVENUE,11207
50035433,BAR HUGO,Manhattan,523,GREENWICH STREET,10013
50034653,KAI FAN ASIAN CUISINE,Bronx,3717,RIVERDALE AVENUE,10463
50098364,YUMMY YUMMY CHINESE,Queens,5273,65TH PL,11378
40512617,ZARO'S BREAD BASKET,Manhattan,89,EAST   42 STREET,10017
50061516,FEED,Brooklyn,55,WATER STREET,11201
50082943,SIMPLE JUICE,Brooklyn,847B,SAINT JOHNS PLACE,11216
50105578,L'OASIS OPEN GRILL,Queens,5406,FLUSHING AVE,11378
40821355,THE LITTLE SWEET SHOPPE,Queens,74-01,METROPOLITAN AVENUE,11379
50050403,NEW SUN HING,Brooklyn,299,MARCUS GARVEY BOULEVARD,11221
50075243,LAMOON,Queens,81-40,BROADWAY,11373
50100757,NOOK,Brooklyn,45,IRVING AVENUE,11237
50106318,LKF CAFE,Queens,14238,ROOSEVELT AVE,11354
50047752,COMFORT STOP,Brooklyn,8503,18 AVENUE,11214
50061123,CROWN GRILL & CHICKEN,Bronx,766,CASTLE HILL AVENUE,10473
50009001,KLONG,Manhattan,7,SAINT MARKS PLACE,10003
50064697,MITOUSHI 8 QUEENS,Queens,7011,GRAND AVE,11378
50105222,WE JUICING,Queens,16546,BAISLEY BLVD,11434
50070353,ROCCO'S PIZZERIA,Brooklyn,7818,5 AVENUE,11209
41502172,DUNKIN',Manhattan,19,RECTOR STREET,10006
50072865,YUMMY CAFE,Queens,4335,91ST PL,11373
50101497,BINDAAS MODERN INDIAN,Manhattan,2036,2 AVENUE,10029
50048142,INTERCONTINENTAL BANQUET KITCHEN NEW YORK BARCLAY,Manhattan,111,EAST   48 STREET,10017
50092076,JUST SALAD,Manhattan,750,3 AVENUE,10017
50090888,PRESTO PIZZA,Staten Island,853,CASTLETON AVENUE,10310
41705878,MARSH & MCLENNAN CAFETERIA,Manhattan,1166,AVENUE OF THE AMERICAS,10036
50067439,A TASTE OF SEAFOOD,Manhattan,1980,3 AVENUE,10029
41020466,FORTY CARROTS,Manhattan,504,BROADWAY,10012
41386400,KID'S FUNHOUSE,Queens,6269,FRESH POND RD FL 1,11385
50064439,ORSO COFFEE,Brooklyn,1745,SHEEPSHEAD BAY ROAD,11235
50058113,4 CHARLES RIB PRIME RIB,Manhattan,4,CHARLES STREET,10014
40661616,SESSION 73,Manhattan,1359,1 AVENUE,10021
50057294,SAUCE & BARREL,Manhattan,13-21,RECTOR ST,10006
50015416,NEW CHINA WOK,Brooklyn,57,4 AVENUE,11217
50090605,DARIO THE BAKER PIZZERIA,Staten Island,4392,VICTORY BOULEVARD,10314
41498611,MUSSELS & MORE,Brooklyn,510,80 STREET,11209
50084752,FORTUNE,Queens,180-26,UNION TURNPIKE,11366
41505885,BOBBY VAN'S GRILL,Manhattan,120,WEST   45 STREET,10036
50054315,LADY M CONFECTIONS,Manhattan,101,LIBERTY STREET,10007
50071991,BURRITO REPUBLIC,Queens,5915,71ST AVE,11385
40610000,HOP LEE KITCHEN,Brooklyn,992,MANHATTAN AVENUE,11222
41201884,MOMOFUKU SSAM BAR,Manhattan,207,2 AVENUE,10003
41658609,THE SPOT CAFE/KOFOO,Manhattan,67,WEST   23 STREET,10010
41396671,STAND 324,Bronx,1,EAST  161 STREET,10451
50034296,BAKER'S TREATS,Brooklyn,1625,NOSTRAND AVENUE,11226
50103057,MILLE-FEUILLE,Brooklyn,622,VANDERBILT AVENUE,11238
50010019,TRINI GYUL ORIGINAL ROTI & WEST INDIAN FOOD,Queens,11216,LIBERTY AVE,11419
50037614,THE DAISY,Manhattan,1641,2 AVENUE,10028
50063152,TSQ FOOD COURT,Manhattan,163,WEST   48 STREET,10036
41523265,BUCA/BUCHETTA,Manhattan,201,WEST  103 STREET,10025
50074972,FALAFEL SPOT,Brooklyn,6002,FOSTER AVENUE,11236
50074163,CONVENE,Manhattan,101,GREENWICH STREET,10006
41709961,FAIRFIELD INN,Manhattan,21,WEST   37 STREET,10018
50071109,AMERICAN GIRL CAFE,Manhattan,75,ROCKEFELLER PLZ,10019
41221138,DOUBLE DOWN SALOON,Manhattan,14,AVENUE A,10009
50085220,WALL STREET BAR & LOUNGE,Queens,13310,CROSSBAY BLVD,11417
40398658,CAFE 75 BAR,Queens,7518,ROOSEVELT AVENUE,11372
50083677,HUG TEA,Brooklyn,810,60 STREET,11220
50102436,YUE WONG RESTAURANT,Manhattan,60,BAYARD STREET,10013
41720075,BEACON BAR,Manhattan,2130,BROADWAY,10023
50045471,CARVEL,Brooklyn,7111,18 AVENUE,11204
41168107,GOTHAM COMEDY CLUB,Manhattan,208,WEST   23 STREET,10011
50017985,BREAD AND SPREAD,Brooklyn,147,FRONT STREET,11201
41719136,SUBWAY,Brooklyn,196,UNION AVENUE,11211
50057067,PEPPA'S JERK CHICKEN RESTAURANT,Brooklyn,689,UTICA AVENUE,11203
40357217,WILD ASIA,Bronx,2300,SOUTHERN BOULEVARD,10460
50087107,BAGEL POINT,Brooklyn,87,NORMAN AVENUE,11222
50033902,GREEK EATS,Manhattan,1229,1 AVENUE,10065
50092693,S & D CATERERS,Bronx,1514,CROSBY AVENUE,10461
41683743,"DUNKIN', BASKIN ROBBINS",Queens,13640,39 AVENUE,11354
40720280,THE HISTORIC OLD BERMUDA INN,Staten Island,2512,ARTHUR KILL ROAD,10309
50003492,UNIQUE BAKERY,Brooklyn,6213,FORT HAMILTON PARKWAY,11219
50105602,,Brooklyn,445,ALBEE SQUARE,11201
50078974,CHEN'S EXPRESS KITCHEN,Manhattan,223,EAST   14 STREET,10003
41649358,SALUD DIVINA/HERBALIFE,Queens,86-69,78 STREET,11421
40747050,SAMARIA PIZZA,Queens,21-07,BROADWAY,11106
40938943,STARBUCKS COFFEE # 7851,Manhattan,1,PENN PLAZA,10119
41684486,NEW KING'S FOOD RESTAURANT,Brooklyn,127,MALCOLM X BOULEVARD,11221
41127647,BURRITO BAR,Brooklyn,307311,FLATBUSH AVENUE,
41651093,ALFIE'S PLACE,Bronx,3037,E 177TH ST,
50072638,PATENT COFFEE,Manhattan,49,WEST   27 STREET,10001
50105633,gayle's thrill & Grill,Brooklyn,140,LOTT AVENUE,11212
41311453,BESO,Staten Island,11,SCHUYLER STREET,10301
40977606,MIKE'S TAVERN,Queens,88-14,LIBERTY AVENUE,11417
50073635,SHASHLICHNAYA,Queens,9630,QUEENS BLVD,11374
40949462,CUCINA & COMPANY,Manhattan,200,PARK AVENUE,10017
50091637,THE BARLOW,Brooklyn,446,PARK PLACE,11238
50045154,RIU PLAZA (Fashion Bar & Kitchen/Grab & Go),Manhattan,305,WEST   46 STREET,10036
41614202,BEVACCO RESTAURANT/BINC,Brooklyn,60,HENRY STREET,11201
50002138,IL GATTOPARDO,Manhattan,13,WEST   54 STREET,10019
41669112,LA VIE EN SZECHUAN RESTAURANT,Manhattan,14,EAST   33 STREET,10016
41408561,MAISONNETTE KITCHEN & EMPLOYEE CAFETERIA,Manhattan,2,EAST   55 STREET,10022
40399356,O'HANLON'S BAR,Queens,118-12,QUEENS BOULEVARD,11375
41186822,THOMAS PIZZA,Queens,8308,37 AVENUE,11372
50103668,ADDICTIVE BANH MI,Queens,3264,87TH ST,11369
50017541,MUGI,Queens,41-39,KISSENA BOULEVARD,11355
41468117,SEBASTIAN - CHLOE 81/ FARM HOUSE,Manhattan,81,LUDLOW STREET,10002
41174549,CAFE Y ALGO MAS,Queens,98-13,ASTORIA BOULEVARD,11369
50008767,MR. PIZZA,Staten Island,2325,RICHMOND AVENUE,10314
50060461,JIA XIANG KITCHEN,Brooklyn,802,56 STREET,11220
50051293,JUICE PRESS,Manhattan,1633,BROADWAY,10019
41381914,BATI,Brooklyn,747,FULTON STREET,11217
50087584,HUDSON CAFE,Manhattan,628,HUDSON STREET,10014
50013172,RIVERDALE PIE GUYS,Bronx,5784,MOSHOLU AVENUE,10471
41672156,WILLIAMSBURG PIZZA,Brooklyn,265,UNION AVENUE,11211
50049276,SPICE KITCHEN,Queens,7104,GRAND AVE,11378
50048254,POKE BOWL STATION,Brooklyn,6116,7 AVENUE,11220
41400695,GOLDEN CARRIAGE,Queens,3527,FARRINGTON STREET,11354
41675816,MACARON,Manhattan,750,3 AVENUE,10017
50081796,AUDREY BAKERY & CAFE,Manhattan,174,CANAL STREET,10013
50018980,MOKJA,Queens,3519,BROADWAY,11106
50090994,Sakura of Japan Teriyaki,Manhattan,65,WEST   30 STREET,10001
50106687,,Brooklyn,4612,7 AVENUE,11220
50019242,RICHNESS  RESTAURANT,Brooklyn,1063,RUTLAND ROAD,11212
50018440,POPPY'S,Brooklyn,189,COLUMBIA STREET,11231
41172507,CARVE UNIQUE SANDWICHES,Manhattan,760,8 AVENUE,10036
40564701,DOMINO'S,Manhattan,943,1 AVENUE,10022
50079756,LE DISTRICT ICE CREAM,Manhattan,225,LIBERTY STREET,10280
50016157,STARBUCKS,Queens,13240,METROPOLITAN AVE,11418
50104161,BEDOUIN TENT,Brooklyn,405,ATLANTIC AVENUE,11217
40852887,R.J.'S PLACE,Brooklyn,1058,RUTLAND ROAD,11212
50077104,RIKO,Queens,78-14,ROOSEVELT AVENUE,11372
50104793,TACOBELL,Brooklyn,1047,SURF AVENUE,11224
50090875,DUNKIN' & BASKIN ROBBINS,Brooklyn,1621,AVENUE U,11229
50000188,HOME GARDEN,Bronx,1806,CROTONA AVENUE,10457
41620301,TACO VELOZ VIP,Bronx,359,EAST  138 STREET,10454
50102012,WING HING CHINESE TASTY RESTAURANT,Brooklyn,1221,FULTON STREET,11216
41308287,BUTTERMILK CHANNEL,Brooklyn,524,COURT STREET,11231
50051335,MASTER WOK,Bronx,200,BAYCHESTER AVENUE,10475
50042038,MAGNOLIA BAKERY,Manhattan,1,PENN PLZ,10119
50002506,GARDEN COURT CAFE (ASIA SOCIETY),Manhattan,725,PARK AVENUE,10021
40373500,VICTOR'S CAFE,Manhattan,236,WEST   52 STREET,10019
50063226,D'AMORE WINEBAR & RISTORANTE,Manhattan,118,EAST  116 STREET,10029
50105752,Tacos & Tequila,Manhattan,1742,2 AVENUE,10128
50069955,KOTO,Brooklyn,263,FLATBUSH AVENUE,11217
50009215,LEOS RESTAURANT,Brooklyn,207,KNICKERBOCKER AVENUE,11237
50016323,D' MONTAZO RESTAURANT,Brooklyn,216,WYCKOFF AVENUE,11237
50080328,C & J BAKERY,Manhattan,1493,SAINT NICHOLAS AVENUE,10033
50095155,FUKUYAMA SUSHI & RAMEN,Brooklyn,622,METROPOLITAN AVENUE,11211
50018314,NEW GOLDEN EMPIRE CHINESE RESTAURANT,Manhattan,757,SAINT NICHOLAS AVENUE,10031
41289885,LA PRECIOSA CHINA RESTAURANT,Manhattan,163,EAST  116 STREET,10029
50100136,SWERVE FITNESS UES,Manhattan,1140,3 AVENUE,10065
50092646,AMUSE BOUCHE BISTRO,Manhattan,1590,PARK AVENUE,10029
50091681,PAT LaFRIEDA,Brooklyn,55,WATER STREET,11201
41395531,CITI FIELD NATHAN'S HOT DOGS STAND 408,Queens,126,ROOSEVELT AVENUE,
40704155,ERAWAN THAI CUISINE,Queens,42-31,BELL BOULEVARD,11361
50018654,CHIKURIN,Brooklyn,1777,OCEAN AVENUE,11230
40597588,O'REILLY'S PUB,Manhattan,54,WEST   31 STREET,10001
41479185,PENNY FARTHING RESTAURANT,Manhattan,103,3 AVENUE,10003
41396676,STAND 125 FOOD COURT,Bronx,1,EAST  161 STREET,10451
50053293,WAFELS & DINGES/LANDING,Manhattan,393,WEST STREET,10014
50084383,YANG'S PATISSERIE,Queens,7525,PARSONS BLVD,11366
50101588,BROOKLYN BAGEL,Queens,3505,BROADWAY,11106
50041799,310 BOWERY BAR,Manhattan,310,BOWERY,10012
50060068,THE JUICE THEORY,Brooklyn,514,KINGS HIGHWAY,11223
41360464,SNACK BAR,Queens,11-11,131 STREET,11356
50042514,GREEN ZENPHONY VEGETARIAN CUISINE,Queens,9526,QUEENS BLVD,11374
50091268,BABAGHANOJ SPOT,Brooklyn,339,7 STREET,11215
50104419,SOLEDAD 4160,Manhattan,4160,BROADWAY,10033
50033151,GOURMET 53,Manhattan,875,3 AVENUE,10022
41362369,FOOD HALL KITCHEN,Queens,,JFK INTERNATIONAL AIRPORT,11430
50090465,KING DUMPLINGS,Manhattan,74,HESTER STREET,10002
41490991,LIPS RESTAURANT,Manhattan,227,EAST   56 STREET,10022
41362111,PANNA II GARDEN INDIAN RESTAURANT,Manhattan,93,1 AVENUE,10003
50102505,,Queens,1402,CLINTONVILLE ST,11357
50051534,SPACIOUS/SUNFLOWER AMERICAN CAPITAL,Manhattan,30,WEST   53 STREET,10019
40786413,Flash Dancers,Manhattan,320,WEST   45 STREET,10036
41635504,EL CAPRI RESTAURANT,Manhattan,1342,ST NICHOLAS AVENUE,10033
50057399,NEW TERRITORIES,Manhattan,190,ORCHARD STREET,10002
50004498,PEACHWAVE FROZEN YOGURT,Bronx,602,EAST  187 STREET,10458
50059474,LITTLE TONG NOODLE SHOP,Manhattan,177,1 AVENUE,10003
50093641,DOMINOS,Brooklyn,3901,4 AVENUE,11232
41712395,BROOKLYN STANDARD DELI & GRILL,Brooklyn,188,NASSAU AVENUE,11222
41078097,HAE WOON DAE RESTAURANT,Queens,75-32,BROADWAY,11373
50073490,FIVE GUYS BURGERS AND FRIES,Manhattan,1008,6 AVENUE,10018
50069996,FRANK PIZZERIA,Brooklyn,3381,FULTON STREET,11208
50054134,URBAN KITCHEN,Bronx,441,EAST FORDHAM ROAD,10458
50056992,SUBWAY,Manhattan,180,DYCKMAN STREET,10040
41349911,CAFE COLONIAL RESTAURANT & GRILL,Bronx,2070,WHITE PLAINS ROAD,10462
41056159,LA MASSERIA,Manhattan,235237,WEST   48 STREET,
41243427,"DUNKIN', BASKIN ROBBINS",Manhattan,240,WEST   40 STREET,10018
40936053,YEH'S BAKERY,Queens,57-25,MAIN STREET,11355
50077758,THAI NOODLE HOUSE,Manhattan,792,9 AVENUE,10019
41499145,THE LAMBS CLUB,Manhattan,130,WEST 44 SREET,
50073055,LA LONCHERIA,Brooklyn,41,WILSON AVENUE,11237
50089733,BILLY'S CAFE DELI & PUB,Queens,9539,SUTPHIN BLVD,11435
50076550,ISABELA'S MEXICAN RESTAURANT,Brooklyn,4412,4 AVENUE,11220
50071999,BEST WOK CHINESE FOOD,Queens,13875,FRANCIS LEWIS BLVD,11422
50075416,BUDDHA TACO BAR,Manhattan,3620,BROADWAY,10031
50011323,KENNEDY FRIED CHICKEN,Bronx,162,EAST  174 STREET,10457
41447522,FLATBUSH LATIN GRILL,Brooklyn,1902,CHURCH AVENUE,11226
41583007,LA PEQUENA TASTE OF ITALY PIZZERIA,Queens,3772,90 STREET,11372
50106632,,Manhattan,423,EAST   23 STREET,10010
50016328,SWEET DREAM BAKERY,Brooklyn,4612,7 AVENUE,11220
41665001,M.A'S FISH & CHIPS PLUS,Brooklyn,508,NOSTRAND AVENUE,11216
41123415,NURNBERGER BIERHAUS,Staten Island,817,CASTLETON AVENUE,10310
50004737,THE BAKE SHOP BY WOOPS,Brooklyn,548,DRIGGS AVENUE,11211
50099738,LIFE TIME,Manhattan,1,WALL STREET,10005
41448381,ACCRA RESTAURANT,Bronx,2041,DAVIDSON AVENUE,10453
50000587,CHIPOTLE MEXICAN GRILL,Manhattan,2298,BROADWAY,10024
41160885,HOP LEE RESTAURANT,Manhattan,16,MOTT STREET,10013
40605862,LICHEE NUT,Brooklyn,162,MONTAGUE STREET,11201
50083738,GOLDEN CAKES & BAKES,Queens,24106,HILLSIDE AVE,11426
40991365,NAM SON RESTAURANT,Manhattan,245,GRAND STREET,10002
50041218,LITTLE CAESARS,Manhattan,3830,BROADWAY,10032
41342422,DON PICHON RESTAURANT,Bronx,359,SOUTHERN BOULEVARD,10454
50106197,,Brooklyn,2909,FULTON STREET,11207
50001948,BLOOM'S TAVERN,Manhattan,208,EAST   58 STREET,10022
50098470,MAYA'S SNACK BAR,Brooklyn,83,GRAHAM AVENUE,11206
40528297,VIA ITALIA RISTORANTE,Manhattan,45,WEST   46 STREET,10036
50084131,CASA RUBIO CAFE,Queens,25-17,ASTORIA BOULEVARD,11102
50074465,SOUVLAKI GR KOUZINA,Manhattan,231,EAST   53 STREET,10022
41678767,BLUE COLLAR HAMBURGERS,Brooklyn,160,HAVEMEYER STREET,11211
40609248,HEALTH KING,Manhattan,526,7 AVENUE,10018
40846477,7TH AVENUE DONUT SHOP,Brooklyn,324,7 AVENUE,11215
40389243,DA TOMMASSO,Manhattan,903,EIGHTH AVENUE,10019
41706222,PATA PA-PLEAN,Queens,76-21,WOODSIDE AVENUE,11373
50064856,SUGAR HILL CREAMERY,Manhattan,184,LENOX AVENUE,10026
50103949,HEALTHY KITCHEN,Brooklyn,2896,WEST   12 STREET,11224
50010990,ELITE POOL & FITNESS MANAGEMENT,Queens,13825,ELDER AVE,11355
50080876,DUNKIN',Manhattan,800,2 AVENUE,10017
50038113,NATHAN'S FAMOUS,Bronx,200,BAYCHESTER AVENUE,10475
50048219,MELT,Manhattan,0,HIGHLINE PARK W 30TH ST,
50055346,SOPHIE'S CUBAN CUISINE,Manhattan,1015,AVENUE OF THE AMERICAS,10018
40368632,NEW PARKWAY RESTAURANT,Brooklyn,7504,13 AVENUE,11228
50097243,YANG'S GOOD TASTE,Bronx,209,EAST  183 STREET,10458
50089807,SUSHI OF GARI/UPPER EAST SIDE,Manhattan,402,EAST   78 STREET,10075
40575863,FAMOUS JOE'S PIZZA,Manhattan,7,CARMINE STREET,10014
40393591,DON GIOVANNI RESTAURANT,Manhattan,214,10 AVENUE,10011
41650194,LUCEY'S LOUNGE,Brooklyn,475,3 AVENUE,11215
50105550,COURTSTREET TAVERN,Brooklyn,449,COURT STREET,11231
50080209,TUDOR CITY MARKETPLACE,Manhattan,304,EAST   42 STREET,10017
40402023,LE MARAIS,Manhattan,150,WEST   46 STREET,10036
50058897,PAPA JOHNS PIZZA,Queens,4901,BEACH CHANNEL DR,11691
50038781,MESSDECK CAFE (INTREPID MUSEUM),Manhattan,1,INTREPID SQ,
50037412,ROBERTA'S PIZZA,Manhattan,230,PARK AVENUE,10169
50088929,BONNIE'S ROTI SHOP,Brooklyn,1062,LIBERTY AVENUE,11208
50050950,LIANG'S SEAFOOD RESTAURANT,Brooklyn,4922,8 AVENUE,11220
50095141,Sushi & Co,Manhattan,67,NASSAU STREET,10038
41481099,COMPLETE BODY & SPA,Manhattan,301,EAST   57 STREET,10022
50050022,ESSEX TAQUERIA,Manhattan,123,ESSEX STREET,10002
50076694,CROWNE PLAZA JFK,Queens,13810,135TH AVE,11436
50034713,MCG GRAND CAFE,Brooklyn,1199,NOSTRAND AVENUE,11225
41218916,TINA'S RESTAURANT,Manhattan,23,WEST   56 STREET,10019
50103233,CORTO CAFE,Brooklyn,260,HALSEY STREET,11216
40825993,TRINIDAD GOLDEN PLACE,Brooklyn,788,NOSTRAND AVENUE,11216
50073745,CHIPOTLE MEXICAN GRILL #3020,Queens,16002,JAMAICA AVE,11432
50014500,CROWN FRIED CHICKEN,Brooklyn,332,CENTRAL AVENUE,11221
41269424,NARGIS CAFE,Brooklyn,2818,CONEY ISLAND AVENUE,11235
50051322,CEREMONY,Brooklyn,224,MANHATTAN AVENUE,11206
50101084,SUBWAY RESTAURANT,Manhattan,1752,PARK AVENUE,10035
40765947,FOOTPRINTS CAFE,Brooklyn,5814,CLARENDON ROAD,11203
41603616,SPICE,Brooklyn,61,7 AVENUE,11217
50069934,ROYALTON HOTEL,Manhattan,44,WEST   44 STREET,10036
50071576,RICHARD'S HALL AND LOUNGE,Brooklyn,9404,AVENUE L,11236
50047139,SOTTOCASA PIZZERIA,Manhattan,227,LENOX AVENUE,10027
50040796,COASTAL FROZEN YOGURT,Queens,10819,ROCKAWAY BEACH DR,11694
40392388,TAL BAGEL,Manhattan,333,EAST   86 STREET,10028
41120276,DUKAGJINI BUREKTORE,Bronx,758,LYDIG AVENUE,10462
40400962,WHITE CASTLE,Manhattan,351,EAST  103 STREET,10029
50018338,DUNKIN',Brooklyn,439,CRESCENT STREET,11208
50067865,MAMAN,Manhattan,837,WASHINGTON STREET,10014
50079697,Kennedy fried chicken,Brooklyn,306,MARCUS GARVEY BOULEVARD,11221
50105393,Semkeh,Brooklyn,53,MORGAN AVENUE,11237
50093006,PIZZA,Manhattan,51,COLUMBIA STREET,10002
50004298,NUCHAS,Manhattan,97,WEST   32 STREET,10001
41604710,LITTLE CAESARS,Bronx,2537,DECATUR AVENUE,10458
50092504,BILL'S BAR,Brooklyn,6326,AVENUE N,11234
50098775,PARTY BUS BAKESHOP,Manhattan,31,ESSEX STREET,10002
41362438,NEW YORK SPORTS GRILL,Queens,,JFK INTERNATIONAL AIRPORT,11430
41357064,THE RICHARDSON,Brooklyn,451,GRAHAM AVENUE,11222
41156249,NAVRUZ CAFE & BAR,Brooklyn,6112,20 AVENUE,11204
40518828,STARBUCKS,Manhattan,330,MADISON AVENUE,10017
50047156,CAFE BARI,Manhattan,1033,AVENUE OF THE AMERICAS,10018
50100606,CHINA MOON OF KINGS,Brooklyn,1068,RUTLAND ROAD,11212
41183271,TASTE OF ARTICHOKE,Queens,0,LAGUARDIA AIRPORT,11369
40932950,HOTEL CARLYLE EMPLOYEE CAFETERIA,Manhattan,35,EAST   76 STREET,10021
41360469,SKY GARDEN AT SPA CASTLE,Queens,11-11,131 STREET,11356
50078815,BAKHTAR AFGHAN WALI BABA GRILL,Queens,18510,HILLSIDE AVE,11432
41251661,KREYOL FLAVOR,Brooklyn,1738,FLATBUSH AVENUE,11210
41450085,VINNY VINCENZ,Manhattan,231,1 AVENUE,10003
50088841,"CREPE ""N"" TEARIA",Queens,17707,UNION TPKE,11366
50087188,ANDA CAFE,Brooklyn,525,MYRTLE AVENUE,11205
40370507,THE PLAYERS,Manhattan,16,GRAMERCY PARK SOUTH,10003
40687209,VIA QUADRONNO,Manhattan,25,EAST   73 STREET,10021
50089245,SUMMER,Queens,8536,GRAND AVE,11373
50091208,HUMMUS INC BROOKLYN MEDITERRANEAN BAR,Brooklyn,445,GOLD ST,11201
41008928,ALOYSIA'S LOUNGE,Staten Island,7095,AMBOY ROAD,10307
50076399,TOUS LES JOURS,Brooklyn,6003,8 AVENUE,11220
50100327,FUKU,Manhattan,30,ROCKEFELLER PLAZA,10112
41606966,PEKING,Bronx,221B,EAST TREMONT AVENUE,10457
40367038,MEXICO LINDO RESTAURANT,Manhattan,459,2 AVENUE,10010
41584677,KIKU,Brooklyn,361,7 AVENUE,11215
50036651,VATAN,Manhattan,409,3 AVENUE,10016
41576935,RED FARM/DECOY,Manhattan,529,HUDSON STREET,10014
50045820,MIGHTY BOWL,Manhattan,120,MACDOUGAL STREET,10012
50049169,BAGEL MILL,Manhattan,1700,1 AVENUE,10128
41497422,FUSHIMI JAPANESE CUISINE,Brooklyn,9316,4 AVENUE,11209
50076334,DUNKIN',Manhattan,1104,LEXINGTON AVENUE,10075
50063745,CACHAPA'S BROOKLYN,Brooklyn,2311,PITKIN AVENUE,11207
41273383,LA BELLA PIZZERIA,Brooklyn,8509,20 AVENUE,11214
50048902,FUEL FEVER II,Staten Island,1144,HYLAN BOULEVARD,10305
40398549,PERRY'S RESTAURANT,Brooklyn,3482,NOSTRAND AVENUE,11229
41199571,BAR  BELLY,Manhattan,N/A,48 west 48 street,10036
50057432,LODRICKA,Queens,10323,MERRICK BLVD,11433
40367766,GRAY'S PAPAYA,Manhattan,2080,BROADWAY,10023
50075156,ROMANTICOS,Queens,76-07,ROOSEVELT AVENUE,11372
40813690,SILVER MOON BAKERY,Manhattan,2740,BROADWAY,10025
41454667,CHECKERS,Brooklyn,1611,BROADWAY,11207
50082949,D'ANGEL BILLIARDS,Bronx,857,EAST  149 STREET,10455
50065335,WEST BAR & LOUNGE,Queens,13322,SPRINGFIELD BLVD,11413
50066712,THE CAFE,Manhattan,2,WEST LOOP ROAD,10044
40589545,KHYBER PASS,Manhattan,34,ST MARKS PLACE,10003
50098804,GYRO EXPRESS,Brooklyn,3160,CONEY ISLAND AVENUE,11235
50097880,DOMINO'S,Brooklyn,1555,NOSTRAND AVENUE,11226
50067052,BAR PATEA,Manhattan,85,KENMARE STREET,10012
40397439,BEN'S KOSHER DELI & RESTAURANT,Queens,211-37,26 AVENUE,11360
50106577,RUSSIAN SAMOVAR,Manhattan,256,WEST   52 STREET,10019
40402007,GRAND AVENUE PIZZA,Queens,3424,30 AVENUE,11103
50081121,DUNKIN,Brooklyn,2492,LINDEN BOULEVARD,11208
41711478,SWEET CORNER BAKE SHOP,Manhattan,535,HUDSON STREET,10014
41645944,INAKA,Brooklyn,597,VANDERBILT AVENUE,11238
50095070,FOREVER COFFEE BAR,Manhattan,502,WEST  167 STREET,10032
