CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE
50060363,PIZZA CIAO PASTA,Brooklyn,7116,BAY PARKWAY,11204
41450361,FREDA'S,Manhattan,993,COLUMBUS AVENUE,10025
40871234,S & T BAGELS & DELI,Staten Island,463,FOREST AVENUE,10301
41653409,CROWN FRIED CHICKEN,Brooklyn,431,RALPH AVENUE,11233
50081076,DIA,Manhattan,58,2 AVENUE,10003
41362353,REVIVE (FOOD COURT BAR),Queens,0,JOHN F. KENNEDY INTL AIRPORT,11430
50102349,CHA CHA MATCHA,Manhattan,501,5 AVENUE,10017
50078158,ZURUTTO RAMEN & GYOZA BAR,Manhattan,142,WEST   72 STREET,10023
50070891,MINIGROW,Manhattan,285,MADISON AVENUE,10017
40572960,RIO DE LA PLATA BAKERY,Queens,9465,CORONA AVE,11373
50102608,DUNKIN DONUTS,Queens,13335,79TH ST,11414
41451698,LUCY'S CANTINA ROYALE,Manhattan,1,PENN PLAZA,10119
50016782,DUNKIN',Brooklyn,359,NEPTUNE AVENUE,11235
50101941,New Dexing,Queens,22608,MERRICK BLVD,11413
50079320,TANGRA MASALA,Manhattan,103,LEXINGTON AVENUE,10016
41611725,BEACON THEATRE SATELLITE BAR,Manhattan,2124,BROADWAY,10023
50087766,LIDIA'S PLAY CAFE,Queens,7106,FRESH POND RD,11385
41557377,JONES WOOD FOUNDRY,Manhattan,401,EAST   76 STREET,10021
41556098,UDOM THAI,Brooklyn,661,WASHINGTON AVENUE,11238
50015343,BOWERY MEAT COMPANY,Manhattan,9,EAST    1 STREET,10003
40666003,YESHIVA UNIVERSITY CAFE,Manhattan,245,LEXINGTON AVENUE,10016
41600011,CAFE ON 5TH/STERLING AFFAIR,Manhattan,1216,FIFTH AVENUE,10029
50072278,ROSE'S,Brooklyn,295,FLATBUSH AVENUE,11217
50075448,LITTLE COLLINS,Manhattan,570,LEXINGTON AVENUE,10022
50080711,GEMELLI,Brooklyn,321,STARR STREET,11237
50088311,CAPPONE'S SALUMERIA,Manhattan,570,LEXINGTON AVENUE,10022
50015515,ARABICA HOOKAH LOUNGE & RESTAURANT INC,Staten Island,4162,VICTORY BOULEVARD,10314
50100909,FARMERS FRIDGE - 340 MADISON AVE,Manhattan,340,MADISON AVENUE,10173
40585966,GUY & GALLARD,Manhattan,120,EAST   34 STREET,10016
41698771,YUMMY YUMMY BROOKLYN,Brooklyn,1349,ROCKAWAY PARKWAY,11236
50017272,THE LITTLE SWEET CAFE,Brooklyn,77B,HOYT STREET,11201
41243544,CAFE COLETTE,Brooklyn,79,BERRY STREET,11249
50106464,(FSE LOCATED IN JFK TERMINAL 8),Queens,14438,87TH AVE,11435
50093801,STARBUCKS TAXI,Manhattan,655,WEST   34 STREET,10001
41660841,718 HOOKAH LOUNGE,Queens,7213,AUSTIN ST,11375
41509909,BILL'S BAR & BURGER ROCKEFELLER CENTER,Manhattan,45,ROCKEFELLER CENTER,10111
50098909,99 CENTS UTICA HOT PIZZA,Brooklyn,1127,EASTERN PARKWAY,11213
50072861,ITSU,Manhattan,530,7 AVENUE,10018
50011485,SUBWAY,Manhattan,3795,BROADWAY,10032
50013922,SKYTOWN,Brooklyn,921,BROADWAY,11206
41524567,SWEETNESS USA,Brooklyn,1150,CONEY ISLAND AVENUE,11230
50096064,OLE & STEEN,Manhattan,80,WEST   40 STREET,10018
50000341,MAMAJUANA CAFE / FIESTA CLUB,Queens,3315,56 STREET,11377
50101212,IL BEL PAESE PIZZERIA,Brooklyn,305,KNICKERBOCKER AVENUE,11237
50010032,AL HORNO LEAN MEXICAN KITCHEN INC,Manhattan,417,WEST   47 STREET,10036
50102952,NUT ORCHARD,Queens,41-39,KISSENA BOULEVARD,11355
41573716,FRANKIES 570 SPUNTINO,Manhattan,570,HUDSON STREET,10014
50076767,BOIL BOIL RAMEN,Manhattan,1000,8 AVENUE,10019
50091019,NEW CHINA ONE,Brooklyn,677,5 AVENUE,11215
50056678,TOMPKINS SQUARE BAGELS,Manhattan,184,2 AVENUE,10003
41692108,RUNNER & STONE,Brooklyn,285,3 AVENUE,11215
40881083,MCDONALD'S,Queens,25603,UNION TURNPIKE,11004
40687217,MICHELLE'S COCKTAIL LOUNGE,Brooklyn,2294,BEDFORD AVENUE,11226
50044012,THE DITTY,Queens,3503,DITMARS BLVD,11105
50053825,THE NEW SOUL CAFE,Bronx,1039,CASTLE HILL AVENUE,10472
50047780,DUTCH FREDS,Manhattan,307,WEST   47 STREET,10036
50070377,SUNSET BOTANICA,Brooklyn,4017,8 AVENUE,11232
41466809,ANDAZ KITCHEN AND BAR,Manhattan,75,WALL STREET,10005
41709587,PEACHES SHRIMP AND CRAB,Brooklyn,4143,CLIFTON PLACE,
50059661,SUZUKI,Manhattan,114,WEST   47 STREET,10036
50080702,SAVVY BISTRO AND BAR,Brooklyn,710,NOSTRAND AVENUE,11216
41534020,MARK'S PIZZERIA,Brooklyn,326,VAN BRUNT STREET,11231
41516864,MISO SUSHI,Brooklyn,40,MAIN STREET,11201
41678310,SHAPESHIFTER LAB,Brooklyn,18,WHITWELL PLACE,11215
41304210,TOMPKINS SQUARE BAR,Manhattan,110,AVENUE A,10009
41262497,MCDONALD'S,Manhattan,2049,BROADWAY,10023
41599169,ROMA PIZZA,Brooklyn,85,7 AVENUE,11217
50000963,NEW WING CHEUNG (New C Ave. D),Brooklyn,4621,AVENUE D,11203
50002053,THE LOCAL,Queens,13-02,44 AVENUE,11101
50010830,ISTANBUL KEBAB HOUSE,Manhattan,712,9 AVENUE,10019
50104823,MAD FOR COFFEE,Queens,43-16,QUEENS BOULEVARD,11104
50051321,JUPITER DISCO,Brooklyn,1237,FLUSHING AVENUE,11237
50087620,SCHOLASTIC - CLIFFORD'S CAFE,Manhattan,557,BROADWAY,10012
41659910,LE FATIMA BAR & GRILL,Brooklyn,1474,BROADWAY,11221
41689125,MBJ SOUTH (NAMM CAFE),Brooklyn,300,JAY STREET,11201
40539661,BAKE AND THINGS RESTAURANT,Brooklyn,184,EAST   35 STREET,11203
50057847,BAY MARKET KITCHEN,Brooklyn,850,3 AVENUE,11232
40378579,ANDREWS COFFEE SHOP,Manhattan,463,7 AVENUE,10018
41639539,BIRYANI AND CHAT,Queens,4427,KISSENA BOULEVARD,11355
50088248,New Great Wall,Brooklyn,4425,5 AVENUE,11220
41707226,DALLAS BBQ,Bronx,2100,BARTOW AVENUE,10475
41622577,BLUE MARBLE ICE CREAM,Brooklyn,186,UNDERHILL AVENUE,11238
50086375,KENNEDY CHICKEN BURGER & ICE CREAM,Bronx,3496,JEROME AVENUE,10467
50012443,VERY JUICE,Brooklyn,422,AVENUE P,11223
50071084,GRAND REPUBLIC,Brooklyn,19,GREENPOINT AVENUE,11222
50091239,RICE & MORE,Queens,3711,MAIN ST,11354
50086460,OMARS BURGERS AND PLATTERS,Queens,8325,PARSONS BLVD,11432
41217591,ITALIANISSIMO RESTAURANT CAFE BAR,Staten Island,107,MCCLEAN AVENUE,10305
50086431,KUNG FU TEA,Manhattan,27,WAVERLY PLACE,10003
41198518,HOME SWEET HOME/ FIG 19,Manhattan,131,CHRYSTIE STREET,10002
50044533,GREEN ROOM,Manhattan,4,PENN PLZ,10121
50018504,MERRY LAND BUFFET,Bronx,505,EAST  163 STREET,10451
50002846,SABOR NORTENO,Queens,102-06,43 AVENUE,11368
41105415,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1364,PENNSYLVANIA AVENUE,11239
50000930,BACK TO JOHN'S  DELI,Brooklyn,423,3 AVENUE,11215
40845101,AZALEA,Manhattan,224,WEST   51 STREET,10019
50069669,I AM THAI EXPRESS,Queens,4908,43RD AVE,11377
50099935,HUDSON YARDS TAVERN,Manhattan,360,9 AVENUE,10001
50075052,KING RIVER CHEN CHINESE RESTAURANT,Queens,80-18,31 AVENUE,11370
50089189,DUNKIN,Manhattan,208,EAST   14 STREET,10003
50079392,HEALTHY FAMILY FOOD & DELI,Brooklyn,55,DRIGGS AVENUE,11222
50103449,SWEET HOSPITALITY GROUP,Brooklyn,262,ASHLAND PLACE,11217
50071607,NEW CITY ASIAN CUISINE,Brooklyn,236,KNICKERBOCKER AVENUE,11237
41264511,DUNKIN',Brooklyn,10,NEWKIRK PLAZA,11226
41237648,TUSCANY CAFE,Queens,0,JFK AIRPORT,11430
50091865,THE MONTROSE,Brooklyn,47,5 AVENUE,11217
50057997,NEW HING LONG,Brooklyn,1102,LIBERTY AVENUE,11208
41670066,JJ'S CAFE,Manhattan,524,WEST   59 STREET,10019
50087554,CHEF'S HALL,Manhattan,180,MAIDEN LANE,10005
40399422,PIZZA CHEF,Queens,15381,CROSS ISLAND PARKWAY,11357
41095221,GREEK ISLANDS,Queens,253-17,NORTHERN BOULEVARD,11362
41337181,EL TIO PIO,Brooklyn,76,WILLOUGHBY STREET,11201
50076862,FIVE STAR EXPRESS,Brooklyn,1347,FLATBUSH AVENUE,11210
50076263,SUBWAY,Queens,27106,UNION TPKE,11040
50080291,LEVY'S BAKERY EXPRESS,Queens,8045,KEW GARDENS RD,11415
50087726,INCA CHICKEN,Brooklyn,122,WYCKOFF AVENUE,11237
50070444,PAPA JOHN'S PIZZA,Bronx,1520,WESTCHESTER AVENUE,10472
40566621,STARBUCKS,Staten Island,2530,HYLAN BOULEVARD,10306
50099688,DANA PANI,Queens,13508,LIBERTY AVE,11419
50069227,INDIAN PROJECT,Manhattan,243,WEST   38 STREET,10018
41554280,THE PASTELILLOS HOUSE & DELI,Bronx,613,EAST  138 STREET,10454
50106219,Juice Crab,Queens,17659,UNION TPKE,11366
50084426,ROSE WOLF COFFEE,Brooklyn,867,METROPOLITAN AVENUE,11211
50102392,FLIK INTERNATIONAL CORP,Manhattan,175,GREENWICH STREET,10007
50058285,BOSTON MARKET,Bronx,5520,BROADWAY,10463
50017889,JUJUBE TREE,Queens,3502,30TH AVE,11103
40378822,WEST CORK-UNION HALL,Staten Island,502,HENDERSON AVENUE,10310
50001785,LA LUNA CAFE,Queens,44-01,30 AVENUE,11103
50054016,PALMYRA,Brooklyn,2663,CONEY ISLAND AVENUE,11223
50094828,EL PASO TAQUERIA,Manhattan,1642,LEXINGTON AVENUE,10029
50054734,CITY ISLAND CHINESE RESTAURANT,Bronx,8486,CITY ISLAND AVE,
41629692,DUNKIN',Queens,,JFK INTERNATIONAL AIRPORT,11430
41246054,KENNEDY FRIED CHICKEN,Bronx,220,EAST  170 STREET,10456
40942443,LIBRARY BAR,Manhattan,353,WEST   57 STREET,10019
50036814,PIPO'S RESTAURANT,Manhattan,166,EAST  118 STREET,10035
50038753,PATSY'S PIZZERIA,Brooklyn,450,DEAN STREET,11217
50092307,MUNCH,Queens,7019,AUSTIN ST,11375
41053329,GOLDEN CHICKEN,Queens,17944,HILLSIDE AVENUE,11432
41537509,SPRITZENHAUS,Brooklyn,63,GUERNSEY STREET,11222
50004313,KFC,Brooklyn,942,FLATBUSH AVENUE,11226
41668282,ROSEMARY'S,Manhattan,1820,GREENWICH AVENUE,
41672131,STARBUCKS,Queens,86-51,BROADWAY,11373
41141755,JADE GARDEN,Queens,170-12A,HILLSIDE AVENUE,11432
41712926,BEVERLY'S,Manhattan,21,ESSEX STREET,10002
50059380,O & O PIZZA,Bronx,1448,EAST AVENUE,10462
50090794,HEROS & VILLAINS,Manhattan,88,ESSEX STREET,10002
41606952,EL PUERTO MEXICANO,Queens,84-28,JAMAICA AVENUE,11421
41462864,DIRTY PIERRES BISTRO,Queens,13,STATION SQUARE,11375
50017690,LA ESTRELLA DEL CASTILLO RESTAURANT,Brooklyn,948,NOSTRAND AVENUE,11225
50094357,SPREAD LOVE & JUICE,Brooklyn,9106,FLATLANDS AVENUE,11236
50106287,,Queens,21510,NORTHERN BLVD,11361
50080553,TROPILYZ B RESTAURANT,Bronx,2462,GRAND CONCOURSE,10458
50057511,GAW GAI,Queens,2306,JACKSON AVE,11101
50100146,99 CENT TASTY PIZZA,Manhattan,151,EAST   43 STREET,10017
50050646,CROWN FRIED CHICKEN PIZZA & COFFEE SHOP,Brooklyn,108,MALCOLM X BOULEVARD,11221
41610134,HOLIDAY INN EXPRESS WALL STREET,Manhattan,126,WATER STREET,10005
40857838,DYLAN'S CANDY BAR,Manhattan,1011,3 AVENUE,10065
50035423,SAFARI,Manhattan,219,WEST  116 STREET,10026
50075209,ROTI PARADISE,Queens,21151,JAMAICA AVE,11428
50043922,JOE & JOHN'S PIZZA RESTAURANT,Queens,5910,MYRTLE AVE,11385
50085916,TINGS,Manhattan,75,9 AVENUE,10011
50091592,DAEGA RESTAURANT,Queens,3532,UNION ST,11354
50093027,BOCAPHE,Manhattan,104,8 AVENUE,10011
50073648,LIONS & TIGERS & SQUARES DETROIT PIZZA,Manhattan,268,WEST   23 STREET,10011
41235592,STARBUCKS,Manhattan,1889,BROADWAY,10023
50073880,COURT STREET GROCERS LUNCH,Brooklyn,378,METROPOLITAN AVENUE,11211
50044343,AYADA THAI RESTAURANT,Queens,7708,WOODSIDE AVE,11373
50001241,SHEEZAN RESTAURANT,Manhattan,183,CHURCH STREET,10007
50000500,STARBUCKS,Manhattan,625,8 AVENUE,10018
50002368,CARIBE RESTAURANT,Bronx,849,CASTLE HILL AVENUE,10473
50097740,Rice K,Queens,2921,23RD AVE,11105
40844457,LA ISLA,Brooklyn,4920,5 AVENUE,11220
50017839,TIJUANA PICNIC,Manhattan,151,ESSEX STREET,10002
50058927,BLUE DOOR SOUVLAKIA,Brooklyn,8413,3 AVENUE,11209
50072544,GOOD TASTE CHINESE RESTAURANT,Manhattan,3371,BROADWAY,10031
50032595,GOEMON CURRY,Manhattan,29,KENMARE STREET,10012
50107116,,Brooklyn,7211,3 AVENUE,11209
41236580,DUNKIN',Queens,10005,QUEENS BOULEVARD,11375
50005710,SOJU HAUS,Manhattan,315,5 AVENUE,10016
50070818,MOVE WITH GRACE YOGA AND JUICE BAR,Brooklyn,431,MYRTLE AVENUE,11205
50066331,TENNY & BETSY,Manhattan,197,EAST   76 STREET,10021
41106653,STARBUCKS,Queens,3711,35 AVENUE,11101
40675225,BEHAN'S PUB,Bronx,4299,KATONAH AVENUE,10470
50014302,LIBERTY KENNEDY FRIED CHICKEN & PIZZA,Queens,111-01,LIBERTY AVENUE,11419
41564948,RADIO CITY MUSIC HALL,Manhattan,1260,AVENUE OF THE AMERICAS,10020
50057027,HAPPY LEMON,Queens,13617,39TH AVE,11354
50066625,COFFEE.CHICKEN.PIZZA,Brooklyn,691,BROADWAY,11206
40387399,ARTURO'S PIZZA,Bronx,5189A,BROADWAY,10463
40545786,PASTA PASTA RESTAURANT,Bronx,2023,WILLIAMSBRIDGE ROAD,10461
50058710,EL TRIGAL BAKERY & RESTAURANT,Queens,9031,37TH AVE,11372
50000614,AHANA JAPANESE FUSION CUISINE,Manhattan,1154,1 AVENUE,10065
50105723,,Brooklyn,740,5 AVENUE,11232
41717438,J. RESTAURANT,Manhattan,2479,FREDERICK DOUGLAS BOULEVARD,10027
50074433,VISTAMAR RESTAURANT,Bronx,565,CITY ISLAND AVENUE,10464
41650782,BLUE RIBBON SUSHI IZAKAYA,Manhattan,187,ORCHARD STREET,10002
50082765,KACHE RESTAURANT AND LOUNGE,Brooklyn,2192,FLATBUSH AVENUE,11234
41408737,"TACO BELL, PIZZA HUT EXPRESS",Manhattan,18,EAST   14 STREET,10003
50044450,URBAN GOURMET,Queens,24304,MERRICK BLVD,11422
50035053,BOB'S YOUR UNCLE,Manhattan,929,COLUMBUS AVENUE,10025
50095805,BK TACO FACTORY,Brooklyn,195,STANHOPE STREET,11237
50038775,AVANT GARDEN,Manhattan,130,EAST    7 STREET,10009
41246444,LOCAL SHOP,Manhattan,144,SULLIVAN STREET,10012
50087577,THREE BROTHERS FAMOUS PIZZA,Staten Island,189,BROAD STREET,10304
41676543,BLUE SPOON,Manhattan,90,WILLIAM STREET,10038
50058801,PURE GREEN,Brooklyn,95,BOERUM PLACE,11201
50097499,DAR AL-YEMEN,Queens,13105,ROCKAWAY BLVD,11420
50077924,BODEGA PIZZA,Manhattan,4455,BROADWAY,10040
41197199,AMC THEATRES,Manhattan,2310,BROADWAY,10024
41328863,KROLEWSKIE JADLO,Queens,66-21,FRESH POND ROAD,11385
41155285,EL REY II RESTAURANT,Brooklyn,1064,LIBERTY AVENUE,11208
41369239,NATIONAL BAKERY,Bronx,2214,WESTCHESTER AVENUE,10462
50101327,DUNKIN',Queens,24501,FRANCIS LEWIS BLVD,11422
50009340,SUSHI YU,Brooklyn,214,PROSPECT PARK WEST,11215
50038633,QUAN SUSHI & GRILL,Manhattan,375,BROOME STREET,10013
50105833,DIY POKE SUSHI,Brooklyn,2706,AVENUE U,11229
40521003,TOPAZE RESTAURANT & JERK CHICKEN,Brooklyn,1875,UTICA AVENUE,11234
50067554,290 WILD BAR,Staten Island,290,WILD AVENUE,10314
50098575,LUCKY GRILL RESTAURANT,Queens,21545,JAMAICA AVE,11428
50093504,DOMINO'S PIZZA,Queens,524,BEACH   20 STREET,11691
50082789,SABOR RESTAURANT & BAKERY,Queens,1520,COLLEGE POINT BLVD,11356
50105156,FLAVA II LOUNGE,Brooklyn,8920,AVENUE D,11236
50106534,MARIE BLACHERE,Manhattan,301,6 AVENUE,10014
50083629,CMX-CINEBISTRO,Manhattan,400,EAST   62 STREET,10065
41635141,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,1430,ROCKAWAY PARKWAY,11236
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,
50070540,FAMOUS PIZZA,Manhattan,1,EAST   28 STREET,10016
50045730,LE BOTANISTE,Manhattan,833,LEXINGTON AVENUE,10065
50091677,MOLCAJETE MEXICAN,Queens,9213,ROOSEVELT AVE,11372
50034948,SUBWAY,Brooklyn,530,CONDUIT BOULEVARD,11208
50064740,THE COMMISSIONER TAVERN,Brooklyn,247,5 AVENUE,11215
50106005,SANSHI YUNNAN NOODLES,Queens,14228,38TH AVE,11354
40399770,MICHAEL'S PASTRY SHOP,Brooklyn,2923,AVENUE R,11229
50040939,WASAN BROOKLYN,Brooklyn,440,BERGEN STREET,11217
50037340,HAYASHI JAPANESE CUISINE,Brooklyn,2901,OCEAN AVENUE,11235
50057772,PINOTS PALETTE,Staten Island,1367,FOREST AVENUE,10302
40483540,WALTER READE THEATER,Brooklyn,70,LINCOLN CENTER PLAZA,
50059806,SUSHI ZO,Manhattan,127,EAST   39 STREET,10016
50044951,DEUCE & BAM GOOD DINE RESTAURANT,Bronx,3922,WHITE PLAINS ROAD,10466
50045593,TAUROS BAR AND RESTAURANT,Queens,10802,JAMAICA AVE,11418
50093872,GOLDEN DYNASTY RESTAURANT,Brooklyn,6316,BAY PARKWAY,11204
50063762,POKE FUN,Manhattan,334,WEST   37 STREET,10018
50081109,IKEA,Brooklyn,1,BEARD STREET,11231
41348682,SOPHIE'S CUBAN CUISINE,Manhattan,28,EAST   23 STREET,10010
50001897,TAQUERIA GUERRERO,Bronx,1761,CROSBY AVENUE,10461
50003079,BARILLA RESTAURANTS,Manhattan,1290,AVENUE OF THE AMERICAS,10119
50057288,ODD FOX COFFEE,Brooklyn,984,MANHATTAN AVENUE,11222
50070177,JUNIOR'S FRESH,Manhattan,4233,BROADWAY,10033
50101105,FARMER'S FRIDGE - QUEENS HOSPITAL CENTER,Queens,8268,164TH ST,11432
50104541,PURGATORY,Brooklyn,675,CENTRAL AVENUE,11207
50084632,E&C DELI RESTAURANT,Queens,126-96,WILLETS POINT BOULEVARD,11368
50067310,THE NOURISH SPOT,Queens,10705,GUY R BREWER BLVD,11433
50009539,BLACKSTONE  BAR AND GRILL,Bronx,3713,RIVERDALE AVENUE,10463
50094316,NEW CHINA,Queens,14615,ARCHER AVE,11435
41682122,NEW CHUANG HING,Brooklyn,48,HOYT STREET,11201
41347101,COLADOR CAFE,Brooklyn,1000,BEDFORD AVENUE,11205
50067656,FITOOR,Queens,17922,UNION TPKE,11366
50073916,JOE & PAT'S,Manhattan,168,1 AVENUE,10009
40395723,OLYMPIC FLAME DINER,Manhattan,200,WEST   60 STREET,10023
41499490,BERGEN PIZZA,Brooklyn,67,6 AVENUE,11217
41669606,PAPA KEBAB,Manhattan,361,WEST   17 STREET,10011
50077087,RANO'S CHICKEN BURGERS,Manhattan,2041,1 AVENUE,10029
50096287,TABARE RESTAURANT,Brooklyn,1006,FLUSHING AVENUE,11237
50106099,DQ Pizzeria,Bronx,2519,WEBSTER AVENUE,10458
50072372,MISSION,Manhattan,229,WEST   28 STREET,10001
50055374,FLORA BAR,Manhattan,945,MADISON AVENUE,10021
50010419,SWEET LIFE PASTRY,Manhattan,3887,BROADWAY,10032
50096367,PALAIS,Manhattan,134,EAST   61 STREET,10065
50049726,DALTON'S BAR AND GRILL,Queens,8414,ASTORIA BLVD,11370
50081064,SHOO SHOO NOLITA,Manhattan,371,BROOME STREET,10013
50047636,TAQUERIA SANTA FE,Brooklyn,214,STANHOPE STREET,11237
50099916,DHAKA GARDEN,Queens,72-23,37 AVENUE,11372
50047204,LE PARIS DAKAR,Brooklyn,1365,FULTON STREET,11216
50010420,PEKING HOUSE,Bronx,2432,EAST TREMONT AVENUE,10461
50002576,GOOD TASTE 88,Brooklyn,773,52 STREET,11220
41059649,CORFU GRILL,Queens,7017B,AUSTIN STREET,11375
50084986,PENNYLANE COFFEE No.2,Manhattan,205,EAST   42 STREET,10017
41616574,THE TIPPLER,Manhattan,75,9 AVENUE,10011
40725375,MARKET PLACE PIZZA,Bronx,0,HUNTS POINT,
41616914,FORTUNE HOUSE,Brooklyn,82,HENRY STREET,11201
50078218,MEAL MART,Queens,7210,MAIN ST,11367
50005068,JALAPENO KING,Brooklyn,719,5 AVENUE,11215
50071859,KING'S WOK KITCHEN,Bronx,6669,BROADWAY,10471
41706542,INASE SUSHI RESTAURANT,Manhattan,1586,1 AVENUE,10028
50088480,KLEINBERG'S,Brooklyn,165,TOMPKINS AVENUE,11206
41429187,HOURGLASS TAVERN,Manhattan,373,WEST   46 STREET,10036
50044003,BOBA GUYS,Manhattan,23,CLINTON STREET,10002
50102276,TANDOORI CURRY & INDO CHINESE,Queens,15412,ROCKAWAY BLVD,11434
50083195,E.A.K. RAMEN,Manhattan,360,WEST   46 STREET,10036
41391832,HARD ROCK CAFE,Bronx,0,161 STREET & RIVER AVENUE,
50086767,QUEENS FRIED CHICKEN,Queens,10911,FARMERS BLVD,11412
50105277,BEST FRESH PIZZA,Manhattan,787,9 AVENUE,10019
50093979,CAFE FOOD HALL,Manhattan,655,WEST   34 STREET,10001
50002453,VIN SUR VINGT,Manhattan,1140,BROADWAY,10001
50066345,TINA'S PLACE,Brooklyn,1002,FLUSHING AVENUE,11206
50066704,POKE INN,Manhattan,357,WEST   49 STREET,10019
50047742,DOUGHNUTTERY,Manhattan,1000S,8 AVENUE,10019
50105912,DAE BACH SIK DANG,Queens,146-06,34 AVENUE,11354
50073245,ANGELETTO,Manhattan,890,2 AVENUE,10017
50046879,FOLLIA,Manhattan,179,3 AVENUE,10003
50076477,CROWN FRIED CHICKEN,Queens,18803,JAMAICA AVE,11423
50095515,CROWN FRIED CHICKEN,Brooklyn,848,NOSTRAND AVENUE,11225
41474882,BUKA,Brooklyn,946,FULTON STREET,11238
50091788,ARANCINI BROS,Manhattan,88,ESSEX STREET,10002
50102671,GRAND SEAPORT BUFFET,Brooklyn,2027,EMMONS AVENUE,11235
40510335,DEVON & BLAKELY,Manhattan,250,PARK AVENUE,10177
50091249,ANTIQUE CAFE,Manhattan,150,EAST   58 STREET,10155
50087271,O'HANA POKE AND BENTO,Queens,21619,NORTHERN BLVD,11361
50086019,BOCAITO,Queens,8115,NORTHERN BLVD,11372
50045196,CAFE RAE'S,Queens,8229,164TH ST,11432
50063149,UNCLE LOUIE G,Staten Island,1448,HYLAN BOULEVARD,10305
41242225,KOITO JAPANESE RESTAURANT,Manhattan,310,EAST   93 STREET,10128
50017560,BROMPTON CAFE,Brooklyn,64,NORTH    9 STREET,11249
50080785,MATSU JAPANESE CUISINE,Manhattan,483,COLUMBUS AVENUE,10024
50067426,MONTAGU'S GUSTO,Manhattan,645,2 AVENUE,10016
50015110,NUTRIPAN #2,Queens,88-44,SUTPHIN BOULEVARD,11435
41517801,CHINA GARDEN RESTAURANT,Brooklyn,1157,BROADWAY,11221
50102647,NEW MASTER WONTON,Brooklyn,2369,60 STREET,11204
41509250,MASON JAR,Manhattan,45,EAST   30 STREET,10016
50065974,DOMINO'S,Manhattan,464,3 AVENUE,10016
50071839,FRIEDMANS,Manhattan,228,WEST   47 STREET,10036
50035589,DAE SONG CHINESE RESAURANT,Queens,4332,CORPORAL KENNEDY ST,11361
41021272,FIORE'S PIZZA,Manhattan,165,BLEECKER STREET,10012
50073849,Hungry Ghost Coffee,Brooklyn,80,DEKALB AVENUE,11201
50017850,CHI DUMPLINGS & NOODLES,Manhattan,1,WEST   58 STREET,10019
50076379,21 GREENPOINT,Brooklyn,21,GREENPOINT AVENUE,11222
50093544,LAGUARDIA BREAKFEST AND LUNCH,Queens,8303,24TH AVE,11370
50083326,THE JUICY SEAFOOD,Manhattan,1047,2 AVENUE,10022
50054303,NEW HONG WONG SEAFOOD RESTAURANT,Manhattan,100,BOWERY,10013
50000542,LEGEND,Manhattan,127,WEST   72 STREET,10023
50094640,MONTESACRO,Brooklyn,432,UNION AVENUE,11211
41546871,GOODFELLA'S,Staten Island,1817,VICTORY BOULEVARD,10314
50100243,ZONA ROSA TAQUERIA,Queens,6021,39TH AVE,11377
41022489,LA CANOA,Queens,651,ONDERDONK AVENUE,11385
50045954,TASTE TACO HOUSE,Manhattan,178,CHURCH STREET,10013
41277471,STARBUCKS COFFEE,Manhattan,315,7 AVENUE,10001
41419643,PAPA JOHN'S,Queens,99-06,NORTHERN BOULEVARD,11368
50007857,DON PANCHOLO LECHONERA RESTAURANT,Bronx,2037,JEROME AVENUE,10453
40944872,40/40 CLUB,Manhattan,6,WEST   25 STREET,10010
50045642,THAI SLIDERS,Manhattan,150,8TH AVE,10011
50106250,CARRETERO,Queens,4904,JUNCTION BLVD,11373
40727750,UTSAV FESTIVE INDIA RESTAURANT,Manhattan,1185,AVENUE OF AMERICAS,10036
41639519,JUS FISHY,Brooklyn,555,FLATBUSH AVENUE,11225
41253406,PUNJABI INDIAN & AMERICAN RESTAURANT,Queens,160-20,46 AVENUE,11358
50044736,GEBHARD'S BEER CULTURE,Manhattan,228,WEST   72 STREET,10023
50000440,CAFE 285,Manhattan,3,COLUMBUS CIRCLE,10019
50015939,LA ESSENCIA RESTAURANT,Manhattan,5085,BROADWAY,10034
50001886,WING LUCK RESTAURANT,Brooklyn,252,LIVONIA AVENUE,11212
50035920,T & G FLAVORS,Queens,22801,LINDEN BLVD,11411
50087231,THE TASTY WAFFLE COMPANY,Brooklyn,227,MALCOLM X BOULEVARD,11221
50064112,KURO-OBI,Manhattan,261,CANAL STREET,10013
50046846,MARISCO CENTRO,Bronx,1160,CASTLE HILL AVENUE,10462
50101751,Pho Essex Counter,Manhattan,115,DELANCEY STREET,10002
50089827,LUIGI'S PIZZA RESTURANT,Brooklyn,1615,AVENUE U,11229
50044248,678 DELI,Queens,8820,VAN WYCK EXPY,11418
50035721,JUST SALAD,Brooklyn,252,7 AVENUE,11215
50011814,HARLEM FOOD CT,Manhattan,66,WEST  116 STREET,10026
50082483,PARIS BAGUETTE,Queens,8816,NORTHERN BLVD,11372
50067856,OAXACA TAQUERIA,Manhattan,1709,2 AVENUE,10128
41482441,GOLDEN MANNA BAKERY,Manhattan,16,BOWERY ST,10013
41201799,CHIPOTLE MEXICAN GRILL,Manhattan,1221,6 AVENUE,10036
41591363,QUEENS BURGER,Queens,11000,ROCKAWAY BOULEVARD,11420
