,alias,categories,coordinates,is_closed,location,name,rating,review_count,transactions,url,permanently closed,outdoor_seating,price_cat,delivery,restaurant_reservation,pickup,zip_code,latitude,longitude,total_restaurants_in_zip,Population Density,distance_to_subway
338,peaches-hothouse-brooklyn,American (Casual),"{'latitude': 40.6833699737169, 'longitude': -73.9437798410654}",False,"{'address1': '415 Tompkins Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['415 Tompkins Ave', 'Brooklyn, NY 11216']}",Peaches HotHouse,4.0,1202,"['delivery', 'pickup']",https://www.yelp.com/biz/peaches-hothouse-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11216,40.6833699737169,-73.9437798410654,212.0,58197.9,0.34168744992862976
339,rosatoro-astoria,Latin American,"{'latitude': 40.77459, 'longitude': -73.90899}",False,"{'address1': '35-02 Ditmars Blvd', 'address2': None, 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['35-02 Ditmars Blvd', 'Astoria, NY 11105']}",Rosatoro,4.0,90,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/rosatoro-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,1,1,11105,40.77459,-73.90899,157.0,22559.5,0.3387563487968058
340,taco-vista-new-york-2,Bars,"{'latitude': 40.692755886949, 'longitude': -74.0145479142666}",False,"{'address1': '140 Carder Rd', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['140 Carder Rd', 'New York, NY 10004']}",Taco Vista,3.5,42,[],https://www.yelp.com/biz/taco-vista-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,0,0,0,10004,40.692755886949,-74.0145479142666,156.0,5402.4,0.31471528567359597
341,ma-lala-astoria,Chinese,"{'latitude': 40.7629662660109, 'longitude': -73.913354203105}",False,"{'address1': '42-02 30th Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11103', 'country': 'US', 'state': 'NY', 'display_address': ['42-02 30th Ave', 'Astoria, NY 11103']}",Ma LaLa,4.5,58,"['delivery', 'pickup']",https://www.yelp.com/biz/ma-lala-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11103,40.7629662660109,-73.913354203105,248.0,53801.6,0.20571713070466588
342,rubys-cafe-new-york-3,Bars,"{'latitude': 40.730932, 'longitude': -73.988061}",False,"{'address1': '198 E 11th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['198 E 11th St', 'New York, NY 10003']}",Ruby's Cafe,5.0,93,"['delivery', 'pickup']",https://www.yelp.com/biz/rubys-cafe-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10003,40.730932,-73.988061,714.0,98998.8,0.23943916226551618
343,gusto-latino-brooklyn-2,Latin American,"{'latitude': 40.71618, 'longitude': -73.95719}",False,"{'address1': '583 Driggs Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['583 Driggs Ave', 'Brooklyn, NY 11211']}",Gusto Latino,4.5,24,"['pickup', 'delivery']",https://www.yelp.com/biz/gusto-latino-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11211,40.71618,-73.95719,401.0,39908.0,0.06588605210984258
344,ms-ohho-brooklyn,Korean,"{'latitude': 40.72474, 'longitude': -73.94755}",False,"{'address1': '146 Nassau Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11222', 'country': 'US', 'state': 'NY', 'display_address': ['146 Nassau Ave', 'Brooklyn, NY 11222']}",Ms Ohho,4.5,32,"['delivery', 'pickup']",https://www.yelp.com/biz/ms-ohho-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11222,40.72474,-73.94755,227.0,21534.9,0.4040508218759564
345,pikine-senegalese-restaurant-new-york,African,"{'latitude': 40.8039685725579, 'longitude': -73.9540012067454}",False,"{'address1': '243 West 116th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['243 West 116th St', 'New York, NY 10026']}",Pikine - Senegalese Restaurant,4.0,84,['pickup'],https://www.yelp.com/biz/pikine-senegalese-restaurant-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,1,10026,40.8039685725579,-73.9540012067454,67.0,115461.7,0.09469392183065967
346,defontes-brooklyn,American (Casual),"{'latitude': 40.6789444357833, 'longitude': -74.0053691263199}",False,"{'address1': '379 Columbia St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['379 Columbia St', 'Brooklyn, NY 11231']}",Defontes,4.5,346,[],https://www.yelp.com/biz/defontes-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,11231,40.6789444357833,-74.0053691263199,173.0,23800.0,0.7568465388129364
347,the-islands-brooklyn-2,Caribbean,"{'latitude': 40.6770523794749, 'longitude': -73.9634169638157}",False,"{'address1': '671 Washington Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11238', 'country': 'US', 'state': 'NY', 'display_address': ['671 Washington Ave', 'Brooklyn, NY 11238']}",The Islands,4.0,704,"['delivery', 'pickup']",https://www.yelp.com/biz/the-islands-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11238,40.6770523794749,-73.9634169638157,271.0,46994.1,0.17830503306839013
348,reunion-brooklyn-2,Cafes,"{'latitude': 40.7171, 'longitude': -73.95164}",False,"{'address1': '544 Union Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['544 Union Ave', 'Brooklyn, NY 11211']}",Reunion,4.0,445,"['delivery', 'pickup']",https://www.yelp.com/biz/reunion-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11211,40.7171,-73.95164,401.0,39908.0,0.13513250084967365
349,uogashi-new-york-3,Japanese,"{'latitude': 40.76326, 'longitude': -73.98671}",False,"{'address1': '318 West 51st St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['318 West 51st St', 'New York, NY 10019']}",UOGASHI,4.5,76,['restaurant_reservation'],https://www.yelp.com/biz/uogashi-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,0,1,0,10019,40.76326,-73.98671,720.0,56986.1,0.08441086782523012
350,wolf-at-nordstrom-nyc-new-york,European,"{'latitude': 40.7661522, 'longitude': -73.9811393}",False,"{'address1': '225 W 57th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['225 W 57th St', 'New York, NY 10019']}",Wolf at Nordstrom NYC,4.5,43,[],https://www.yelp.com/biz/wolf-at-nordstrom-nyc-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,0,0,0,10019,40.7661522,-73.9811393,720.0,56986.1,0.06666708496877638
351,sylvias-restaurant-new-york,American (Casual),"{'latitude': 40.808609, 'longitude': -73.944404}",False,"{'address1': '328 Malcolm X Blvd', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['328 Malcolm X Blvd', 'New York, NY 10027']}",Sylvia's Restaurant,3.5,1848,[],https://www.yelp.com/biz/sylvias-restaurant-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,10027,40.808609,-73.944404,161.0,72357.3,0.12413049270897028
352,sweet-chick-brooklyn,Breakfast & Brunch,"{'latitude': 40.718371, 'longitude': -73.95733}",False,"{'address1': '164 Bedford Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['164 Bedford Ave', 'Brooklyn, NY 11211']}",Sweet Chick,4.0,2019,"['pickup', 'delivery']",https://www.yelp.com/biz/sweet-chick-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11211,40.718371,-73.95733,401.0,39908.0,0.08258863691478147
353,gilligans-at-soho-grand-new-york,Seafood,"{'latitude': 40.722017, 'longitude': -74.004306}",False,"{'address1': '310 W Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['310 W Broadway', 'New York, NY 10013']}",Gilligan's at Soho Grand,3.5,147,"['delivery', 'pickup']",https://www.yelp.com/biz/gilligans-at-soho-grand-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,1,0,1,10013,40.722017,-74.004306,537.0,48772.7,0.10894866840761346
354,nicandras-brooklyn,European,"{'latitude': 40.69962, 'longitude': -73.915939}",False,"{'address1': '264 Irving Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['264 Irving Ave', 'Brooklyn, NY 11237']}",Nicandra's,4.5,187,[],https://www.yelp.com/biz/nicandras-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,11237,40.69962,-73.915939,279.0,55400.8,0.2841681610680315
355,haenyeo-brooklyn,Korean,"{'latitude': 40.67519, 'longitude': -73.98116}",False,"{'address1': '239 5th Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['239 5th Ave', 'Brooklyn, NY 11215']}",Haenyeo,4.0,134,"['delivery', 'pickup']",https://www.yelp.com/biz/haenyeo-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,11215,40.67519,-73.98116,353.0,31902.9,0.2264270926902678
356,el-guanaco-new-york,Latin American,"{'latitude': 40.8481433972855, 'longitude': -73.9377415211844}",False,"{'address1': '4195 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['4195 Broadway', 'New York, NY 10033']}",El Guanaco,4.0,26,"['delivery', 'pickup']",https://www.yelp.com/biz/el-guanaco-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,1,0,1,10033,40.8481433972855,-73.9377415211844,131.0,100108.6,0.11215619439210113
357,perry-st-new-york,European,"{'latitude': 40.73442, 'longitude': -74.00971}",False,"{'address1': '176 Perry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['176 Perry St', 'New York, NY 10014']}",Perry St,4.0,943,"['delivery', 'pickup']",https://www.yelp.com/biz/perry-st-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,1,0,1,10014,40.73442,-74.00971,440.0,55901.7,0.5185836608003621
358,café-luluc-brooklyn-2,Breakfast & Brunch,"{'latitude': 40.68451, 'longitude': -73.99225}",False,"{'address1': '214 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['214 Smith St', 'Brooklyn, NY 11201']}",CAFÉ LULUc,4.0,1418,"['delivery', 'pickup']",https://www.yelp.com/biz/caf%C3%A9-luluc-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11201,40.68451,-73.99225,467.0,39596.1,0.173171401749543
359,samis-kabab-house-astoria,Middle Eastern/Mediterranean,"{'latitude': 40.7587874, 'longitude': -73.9326435}",False,"{'address1': '35-57 Crescent St', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['35-57 Crescent St', 'Astoria, NY 11106']}",Sami's Kabab House,4.5,405,"['pickup', 'delivery']",https://www.yelp.com/biz/samis-kabab-house-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11106,40.7587874,-73.9326435,179.0,44344.0,0.18683415860055466
360,daytime-brooklyn-2,American (Casual),"{'latitude': 40.65859, 'longitude': -73.97811}",False,"{'address1': '199 Windsor Pl', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['199 Windsor Pl', 'Brooklyn, NY 11215']}",Daytime,4.5,49,[],https://www.yelp.com/biz/daytime-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,0,0,0,11215,40.65859,-73.97811,353.0,31902.9,0.1861461236907993
361,clay-new-york-3,Bars,"{'latitude': 40.8094002234406, 'longitude': -73.9536950700793}",False,"{'address1': '553 Manhattan Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['553 Manhattan Ave', 'New York, NY 10027']}",Clay,4.5,147,[],https://www.yelp.com/biz/clay-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,0,0,0,10027,40.8094002234406,-73.9536950700793,161.0,72357.3,0.16891017937192376
362,casa-coriz-ridgewood,Mexican,"{'latitude': 40.700894, 'longitude': -73.894801}",False,"{'address1': '71-28 Fresh Pond Rd', 'address2': '', 'address3': None, 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['71-28 Fresh Pond Rd', 'Ridgewood, NY 11385']}",Casa Coriz,4.0,30,"['pickup', 'delivery']",https://www.yelp.com/biz/casa-coriz-ridgewood?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11385,40.700894,-73.894801,318.0,27472.6,0.20476272866597328
363,rosas-cafe-long-island-city-3,Latin American,"{'latitude': 40.7541086198463, 'longitude': -73.9324951171875}",False,"{'address1': '3003 38th Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['3003 38th Ave', 'Long Island City, NY 11101']}",Rosa's Cafe,4.0,29,"['pickup', 'delivery']",https://www.yelp.com/biz/rosas-cafe-long-island-city-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,1,0,1,11101,40.7541086198463,-73.9324951171875,330.0,9268.2,0.05730668904055189
364,broadway-pizzeria-brooklyn,Pizza,"{'latitude': 40.6933151509676, 'longitude': -73.9290830120444}",False,"{'address1': '1142 Broadway', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11226', 'country': 'US', 'state': 'NY', 'display_address': ['1142 Broadway', 'Brooklyn, NY 11226']}",Broadway Pizzeria,4.5,107,[],https://www.yelp.com/biz/broadway-pizzeria-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,0,0,0,11226,40.6933151509676,-73.9290830120444,232.0,76237.1,0.06397932130206432
365,couleur-café-brooklyn-2,Cafes,"{'latitude': 40.6633799, 'longitude': -73.98433}",False,"{'address1': '435 7th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['435 7th Ave', 'Brooklyn, NY 11215']}",Couleur Café,4.0,204,[],https://www.yelp.com/biz/couleur-caf%C3%A9-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,11215,40.6633799,-73.98433,353.0,31902.9,0.4485534749287477
366,chama-mama-new-york,Bars,"{'latitude': 40.7384, 'longitude': -73.99892}",False,"{'address1': '149 W 14th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['149 W 14th St', 'New York, NY 10011']}",Chama Mama,4.5,315,"['delivery', 'restaurant_reservation', 'pickup']",https://www.yelp.com/biz/chama-mama-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,1,1,10011,40.7384,-73.99892,468.0,80408.9,0.1315682402335885
367,malecon-restaurant-new-york-2,Breakfast & Brunch,"{'latitude': 40.84651, 'longitude': -73.93882}",False,"{'address1': '4141 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['4141 Broadway', 'New York, NY 10033']}",Malecon Restaurant,4.0,711,"['pickup', 'delivery']",https://www.yelp.com/biz/malecon-restaurant-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10033,40.84651,-73.93882,131.0,100108.6,0.10196402150688116
368,shuteye-coffee-new-york,Cafes,"{'latitude': 40.80295, 'longitude': -73.95116}",True,"{'address1': '137 W 116th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['137 W 116th St', 'New York, NY 10026']}",Shuteye Coffee,5.0,65,[],https://www.yelp.com/biz/shuteye-coffee-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,one,0,0,0,10026,40.80295,-73.95116,67.0,115461.7,0.14002718309572318
369,crepe-master-new-york-7,Cafes,"{'latitude': 40.803225, 'longitude': -73.951278}",False,"{'address1': '139 W 116st', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['139 W 116st', 'New York, NY 10026']}",Crepe Master,4.0,37,"['delivery', 'pickup']",https://www.yelp.com/biz/crepe-master-new-york-7?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10026,40.803225,-73.951278,67.0,115461.7,0.1411854336401404
370,mad-for-chicken-williamsburg-brooklyn,American (New),"{'latitude': 40.71142, 'longitude': -73.94751}",False,"{'address1': '617 Grand St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['617 Grand St', 'Brooklyn, NY 11211']}",Mad For Chicken Williamsburg,4.5,122,"['delivery', 'pickup']",https://www.yelp.com/biz/mad-for-chicken-williamsburg-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11211,40.71142,-73.94751,401.0,39908.0,0.23358034945650213
371,arepera-guacuco-bushwick-brooklyn,Latin American,"{'latitude': 40.704667, 'longitude': -73.924583}",False,"{'address1': '44 Irving Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11237', 'country': 'US', 'state': 'NY', 'display_address': ['44 Irving Ave', 'Brooklyn, NY 11237']}",Arepera Guacuco Bushwick,4.0,537,"['delivery', 'pickup']",https://www.yelp.com/biz/arepera-guacuco-bushwick-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11237,40.704667,-73.924583,279.0,55400.8,0.1950643008588897
372,lioni-italian-heroes-brooklyn-2,American (Casual),"{'latitude': 40.61572, 'longitude': -74.00482}",False,"{'address1': '7803 15th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11228', 'country': 'US', 'state': 'NY', 'display_address': ['7803 15th Ave', 'Brooklyn, NY 11228']}",Lioni Italian Heroes,4.5,375,"['delivery', 'pickup']",https://www.yelp.com/biz/lioni-italian-heroes-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11228,40.61572,-74.00482,61.0,31333.9,0.4343392215804112
373,dive-106-new-york-4,Bars,"{'latitude': 40.80078, 'longitude': -73.96587}",False,"{'address1': '938 Amsterdam Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['938 Amsterdam Ave', 'New York, NY 10025']}",Dive 106,5.0,52,[],https://www.yelp.com/biz/dive-106-new-york-4?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,10025,40.80078,-73.96587,237.0,129548.9,0.14622802121119613
374,il-porto-ristorante-brooklyn,European,"{'latitude': 40.6974427, 'longitude': -73.9675197}",False,"{'address1': '37 Washington Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['37 Washington Ave', 'Brooklyn, NY 11205']}",Il Porto Ristorante,4.0,333,"['pickup', 'delivery']",https://www.yelp.com/biz/il-porto-ristorante-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11205,40.6974427,-73.9675197,172.0,45618.8,0.298170278148196
375,beets-and-carrots-brooklyn-2,American (New),"{'latitude': 40.6141099, 'longitude': -74.03489}",False,"{'address1': '9905 3rd Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11209', 'country': 'US', 'state': 'NY', 'display_address': ['9905 3rd Ave', 'Brooklyn, NY 11209']}",Beets and Carrots,4.5,165,[],https://www.yelp.com/biz/beets-and-carrots-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,11209,40.6141099,-74.03489,278.0,33569.8,0.4529012949668483
376,quality-eats-new-york,Steakhouses,"{'latitude': 40.7345, 'longitude': -74.00004}",False,"{'address1': '19 Greenwich Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['19 Greenwich Ave', 'New York, NY 10014']}",Quality Eats,4.0,431,"['pickup', 'delivery']",https://www.yelp.com/biz/quality-eats-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,three,1,0,1,10014,40.7345,-74.00004,440.0,55901.7,0.07500423777646549
377,el-mexicano-restaurant-and-coffee-brooklyn,Mexican,"{'latitude': 40.59858, 'longitude': -73.95653}",False,"{'address1': '2102 E 15th St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11229', 'country': 'US', 'state': 'NY', 'display_address': ['2102 E 15th St', 'Brooklyn, NY 11229']}",El Mexicano Restaurant & Coffee,4.0,200,"['delivery', 'pickup']",https://www.yelp.com/biz/el-mexicano-restaurant-and-coffee-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,1,0,1,11229,40.59858,-73.95653,138.0,36715.2,0.0830045101967616
378,west-end-taqueria-new-york,Mexican,"{'latitude': 40.795549, 'longitude': -73.973394}",False,"{'address1': '301 W 96th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['301 W 96th St', 'New York, NY 10025']}",West End Taqueria,4.5,57,"['pickup', 'delivery']",https://www.yelp.com/biz/west-end-taqueria-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,10025,40.795549,-73.973394,237.0,129548.9,0.12917645322609075
