,alias,categories,coordinates,is_closed,location,name,rating,review_count,transactions,url,permanently closed,outdoor_seating,price_cat,delivery,restaurant_reservation,pickup,zip_code,latitude,longitude,total_restaurants_in_zip,Population Density,distance_to_subway
0,bali-kitchen-new-york-2,Specialty Food,"{'latitude': 40.725454, 'longitude': -73.987585}",True,"{'address1': '128 E 4th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['128 E 4th St', 'New York, NY 10003']}",Bali Kitchen,4.5,143,"['delivery', 'pickup']",https://www.yelp.com/biz/bali-kitchen-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,1,0,1,10003,40.725454,-73.987585,714.0,98998.8,0.2148636387531562
1,cafe-triskell-astoria,Breakfast & Brunch,"{'latitude': 40.7557027855819, 'longitude': -73.9280135680406}",False,"{'address1': '33-04 36th Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['33-04 36th Ave', 'Astoria, NY 11106']}",Cafe Triskell,4.5,442,"['pickup', 'delivery']",https://www.yelp.com/biz/cafe-triskell-astoria?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11106,40.7557027855819,-73.9280135680406,179.0,44344.0,0.1604762747392295
2,lucky-strike-new-york-8,"Mobile, Events and Venues","{'latitude': 40.761469, 'longitude': -74.000883}",False,"{'address1': '624-660 W 42nd St', 'address2': '', 'address3': 'River Place', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['624-660 W 42nd St', 'River Place', 'New York, NY 10036']}",Lucky Strike,3.5,561,[],https://www.yelp.com/biz/lucky-strike-new-york-8?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,0,0,0,10036,40.761469,-74.000883,672.0,54427.5,0.23541188740021604
3,taqueria-tlaxcalli-bronx-3,Mexican,"{'latitude': 40.83624, 'longitude': -73.854962}",False,"{'address1': '2103 Starling Ave', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10462', 'country': 'US', 'state': 'NY', 'display_address': ['2103 Starling Ave', 'Bronx, NY 10462']}",Taqueria Tlaxcalli,4.5,628,"['delivery', 'pickup']",https://www.yelp.com/biz/taqueria-tlaxcalli-bronx-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10462,40.83624,-73.854962,155.0,51271.5,0.4203753707111408
4,bao-bao-cafe-new-york-3,Chinese,"{'latitude': 40.70854, 'longitude': -74.01367}",False,"{'address1': '106 Greenwich St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['106 Greenwich St', 'New York, NY 10006']}",Bao Bao Cafe,4.0,196,"['delivery', 'pickup']",https://www.yelp.com/biz/bao-bao-cafe-new-york-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,1,0,1,10006,40.70854,-74.01367,52.0,32132.0,0.03386789932637449
5,em-vietnamese-kitchen-brooklyn,American (Casual),"{'latitude': 40.60839, 'longitude': -74.00482}",False,"{'address1': '1702 86th St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['1702 86th St', 'Brooklyn, NY 11214']}",Em Vietnamese Kitchen,4.0,254,"['delivery', 'pickup']",https://www.yelp.com/biz/em-vietnamese-kitchen-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11214,40.60839,-74.00482,214.0,40359.9,0.3594314527496159
6,pado-new-york,Japanese,"{'latitude': 40.7314, 'longitude': -73.98589}",True,"{'address1': '199 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['199 2nd Ave', 'New York, NY 10003']}",Pado,4.5,322,"['delivery', 'pickup']",https://www.yelp.com/biz/pado-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,1,0,1,10003,40.7314,-73.98589,714.0,98998.8,0.04255242282997098
7,aoi-kitchen-new-york,Japanese,"{'latitude': 40.72683167, 'longitude': -73.98754333}",False,"{'address1': '320 E 6th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['320 E 6th St', 'New York, NY 10003']}",Aoi Kitchen,4.5,87,"['pickup', 'restaurant_reservation']",https://www.yelp.com/biz/aoi-kitchen-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,1,1,10003,40.72683167,-73.98754333,714.0,98998.8,0.25698092538930534
8,monikas-cafe-bar-astoria-2,European,"{'latitude': 40.7580193, 'longitude': -73.9233269}",True,"{'address1': '32-90 36th St', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['32-90 36th St', 'Astoria, NY 11106']}",Monika's Cafe Bar,3.5,390,"['delivery', 'pickup']",https://www.yelp.com/biz/monikas-cafe-bar-astoria-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,1,0,1,11106,40.7580193,-73.9233269,179.0,44344.0,0.29677856029113675
9,the-burgary-new-york,American (Casual),"{'latitude': 40.7193370804105, 'longitude': -73.9850228946549}",False,"{'address1': '67 Clinton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['67 Clinton St', 'New York, NY 10002']}",The Burgary,4.5,261,"['delivery', 'pickup']",https://www.yelp.com/biz/the-burgary-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10002,40.7193370804105,-73.9850228946549,560.0,90849.3,0.2672459025548749
10,red-hook-tavern-brooklyn,Bars,"{'latitude': 40.67788, 'longitude': -74.01209}",False,"{'address1': '329 Van Brunt St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['329 Van Brunt St', 'Brooklyn, NY 11231']}",Red Hook Tavern,4.0,65,"['delivery', 'pickup']",https://www.yelp.com/biz/red-hook-tavern-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11231,40.67788,-74.01209,173.0,23800.0,0.7402319239781673
11,jiangnan-chinese-cuisine-new-york-4,Chinese,"{'latitude': 40.7084231394503, 'longitude': -74.0140241895666}",False,"{'address1': '103 Washington St', 'address2': 'Fl 2', 'address3': None, 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['103 Washington St', 'Fl 2', 'New York, NY 10006']}",Jiangnan Chinese Cuisine,3.5,56,"['delivery', 'pickup']",https://www.yelp.com/biz/jiangnan-chinese-cuisine-new-york-4?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10006,40.7084231394503,-74.0140241895666,52.0,32132.0,0.03867933085199512
12,jacks-wife-freda-new-york,Middle Eastern/Mediterranean,"{'latitude': 40.72213, 'longitude': -73.99756}",False,"{'address1': '224 Lafayette St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['224 Lafayette St', 'New York, NY 10012']}",Jack's Wife Freda,4.0,1916,[],https://www.yelp.com/biz/jacks-wife-freda-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,10012,40.72213,-73.99756,449.0,76855.1,0.046884687061470295
13,clinton-hall-new-york,American (New),"{'latitude': 40.70803, 'longitude': -74.014869}",False,"{'address1': '90 Washington St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['90 Washington St', 'New York, NY 10006']}",Clinton Hall,3.5,664,"['delivery', 'pickup']",https://www.yelp.com/biz/clinton-hall-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10006,40.70803,-74.014869,52.0,32132.0,0.12179113290068098
14,sweet-chick-brooklyn-5,American (Casual),"{'latitude': 40.67763, 'longitude': -73.97255}",False,"{'address1': '341 Flatbush Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['341 Flatbush Ave', 'Brooklyn, NY 11217']}",Sweet Chick,4.0,652,"['delivery', 'pickup']",https://www.yelp.com/biz/sweet-chick-brooklyn-5?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11217,40.67763,-73.97255,295.0,51150.5,0.03736548295612641
15,bel-ami-new-york-2,Cafes,"{'latitude': 40.7689753, 'longitude': -73.9670732}",False,"{'address1': '30 E 68th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['30 E 68th St', 'New York, NY 10065']}",Bel Ami,4.0,195,[],https://www.yelp.com/biz/bel-ami-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,10065,40.7689753,-73.9670732,182.0,82215.9,0.1728243912891783
16,cute-cat-cafe-ridgewood,Cafes,"{'latitude': 40.70687, 'longitude': -73.8968}",False,"{'address1': '6669 Fresh Pond Rd', 'address2': None, 'address3': '', 'city': 'Ridgewood', 'zip_code': '11385', 'country': 'US', 'state': 'NY', 'display_address': ['6669 Fresh Pond Rd', 'Ridgewood, NY 11385']}",Cute Cat Cafe,4.0,93,[],https://www.yelp.com/biz/cute-cat-cafe-ridgewood?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,0,0,0,11385,40.70687,-73.8968,318.0,27472.6,0.10224566135890496
17,casa-la-femme-new-york-2,African,"{'latitude': 40.73404, 'longitude': -74.0083499}",False,"{'address1': '140 Charles St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['140 Charles St', 'New York, NY 10014']}",Casa La Femme,3.5,721,"['pickup', 'delivery']",https://www.yelp.com/biz/casa-la-femme-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,three,1,0,1,10014,40.73404,-74.0083499,440.0,55901.7,0.37612385176972557
18,fort-defiance-brooklyn,Breakfast & Brunch,"{'latitude': 40.6766128540039, 'longitude': -74.0135040283203}",False,"{'address1': '365 Van Brunt St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['365 Van Brunt St', 'Brooklyn, NY 11231']}",Fort Defiance,4.0,353,[],https://www.yelp.com/biz/fort-defiance-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,11231,40.6766128540039,-74.0135040283203,173.0,23800.0,0.7701208148509582
19,barbacon-union-square-new-york-2,Bars,"{'latitude': 40.73324, 'longitude': -73.9896}",False,"{'address1': '127 4th Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['127 4th Ave', 'New York, NY 10003']}",BarBacon Union Square,4.0,147,"['pickup', 'delivery']",https://www.yelp.com/biz/barbacon-union-square-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,1,0,1,10003,40.73324,-73.9896,714.0,98998.8,0.05877692557687602
20,boule-and-cherie-new-york,Cafes,"{'latitude': 40.7761340023738, 'longitude': -73.9837005633811}",False,"{'address1': '170 Amsterdam Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['170 Amsterdam Ave', 'New York, NY 10023']}",Boule & Cherie,4.0,101,"['pickup', 'delivery']",https://www.yelp.com/biz/boule-and-cherie-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,one,1,0,1,10023,40.7761340023738,-73.9837005633811,203.0,123875.9,0.18530961903252682
21,aurora-brooklyn,American (Casual),"{'latitude': 40.715621, 'longitude': -73.964757}",False,"{'address1': '70 Grand St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11249', 'country': 'US', 'state': 'NY', 'display_address': ['70 Grand St', 'Brooklyn, NY 11249']}",Aurora,4.0,639,"['pickup', 'delivery']",https://www.yelp.com/biz/aurora-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,11249,40.715621,-73.964757,208.0,6624.6,0.8014895242210706
22,momofuku-noodle-bar-uptown-new-york,Noodles,"{'latitude': 40.76847, 'longitude': -73.983092}",False,"{'address1': '10 Columbus Cir', 'address2': 'Third Floor', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['10 Columbus Cir', 'Third Floor', 'New York, NY 10019']}",Momofuku Noodle Bar Uptown,4.0,309,[],https://www.yelp.com/biz/momofuku-noodle-bar-uptown-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,0,0,0,10019,40.76847,-73.983092,720.0,56986.1,0.12950049541017333
23,burger-box-brooklyn,American (Casual),"{'latitude': 40.59373, 'longitude': -73.94025}",False,"{'address1': '2930 Avenue X', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11235', 'country': 'US', 'state': 'NY', 'display_address': ['2930 Avenue X', 'Brooklyn, NY 11235']}",Burger Box,3.5,32,"['delivery', 'pickup']",https://www.yelp.com/biz/burger-box-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11235,40.59373,-73.94025,181.0,31000.3,1.4505877136773346
24,existing-conditions-new-york-2,Bars,"{'latitude': 40.7331938777287, 'longitude': -73.9980158968661}",True,"{'address1': '35 W 8th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['35 W 8th St', 'New York, NY 10011']}",Existing Conditions,4.5,100,"['delivery', 'pickup']",https://www.yelp.com/biz/existing-conditions-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,missing,1,0,1,10011,40.7331938777287,-73.9980158968661,468.0,80408.9,0.14248229649573405
25,pecks-new-york,Cafes,"{'latitude': 40.693489, 'longitude': -73.967376}",False,"{'address1': '455A Myrtle Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11205', 'country': 'US', 'state': 'NY', 'display_address': ['455A Myrtle Ave', 'New York, NY 11205']}",Peck's,4.0,136,"['pickup', 'delivery']",https://www.yelp.com/biz/pecks-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,11205,40.693489,-73.967376,172.0,45618.8,0.17779488711175787
26,ajo-and-oregano-bronx,Latin American,"{'latitude': 40.83953, 'longitude': -73.86364}",False,"{'address1': '1556 White Plains Rd', 'address2': '', 'address3': None, 'city': 'Bronx', 'zip_code': '10462', 'country': 'US', 'state': 'NY', 'display_address': ['1556 White Plains Rd', 'Bronx, NY 10462']}",Ajo & Oregano,3.5,386,"['delivery', 'pickup']",https://www.yelp.com/biz/ajo-and-oregano-bronx?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10462,40.83953,-73.86364,155.0,51271.5,0.3695479387621573
27,caféine-new-york,Cafes,"{'latitude': 40.80342, 'longitude': -73.95571}",True,"{'address1': '2124 Frederick Douglass Blvd', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['2124 Frederick Douglass Blvd', 'New York, NY 10026']}",Caféine,4.0,82,[],https://www.yelp.com/biz/caf%C3%A9ine-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,0,0,0,10026,40.80342,-73.95571,67.0,115461.7,0.11324094436156244
28,karazishi-botan-brooklyn,Japanese,"{'latitude': 40.68312, 'longitude': -73.99278}",False,"{'address1': '255 Smith St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['255 Smith St', 'Brooklyn, NY 11231']}",Karazishi Botan,4.5,31,"['delivery', 'pickup']",https://www.yelp.com/biz/karazishi-botan-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,1,0,1,11231,40.68312,-73.99278,173.0,23800.0,0.24297414625392316
29,bunny-brooklyn,European,"{'latitude': 40.68202, 'longitude': -73.94977}",False,"{'address1': '449 Nostrand Ave', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['449 Nostrand Ave', 'Brooklyn, NY 11216']}",Bunny,5.0,26,[],https://www.yelp.com/biz/bunny-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,missing,0,0,0,11216,40.68202,-73.94977,212.0,58197.9,0.08767087488947749
30,la-masa-bronx-3,Latin American,"{'latitude': 40.8480737080242, 'longitude': -73.8560921276473}",False,"{'address1': '1000 Morris Park Ave', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10462', 'country': 'US', 'state': 'NY', 'display_address': ['1000 Morris Park Ave', 'Bronx, NY 10462']}",La Masa,4.0,431,"['delivery', 'pickup']",https://www.yelp.com/biz/la-masa-bronx-3?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10462,40.8480737080242,-73.8560921276473,155.0,51271.5,0.3470710909280402
31,eugene-and-co-brooklyn,American (New),"{'latitude': 40.683873, 'longitude': -73.943885}",False,"{'address1': '397 Tompkins Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['397 Tompkins Ave', 'Brooklyn, NY 11221']}",Eugene & Co,4.0,195,[],https://www.yelp.com/biz/eugene-and-co-brooklyn?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,0,0,0,11221,40.683873,-73.943885,155.0,60559.1,0.3577795187586449
32,hummus-kitchen-new-york-6,Specialty Food,"{'latitude': 40.7763650431587, 'longitude': -73.9529693360589}",False,"{'address1': '1613 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1613 2nd Ave', 'New York, NY 10028']}",Hummus Kitchen,4.0,898,"['pickup', 'delivery']",https://www.yelp.com/biz/hummus-kitchen-new-york-6?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,two,1,0,1,10028,40.7763650431587,-73.9529693360589,208.0,146955.3,0.1409701256858624
33,rolfs-bar-and-restaurant-new-york,Bars,"{'latitude': 40.73803, 'longitude': -73.98353}",False,"{'address1': '281 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['281 3rd Ave', 'New York, NY 10010']}",Rolf's Bar & Restaurant,2.5,994,[],https://www.yelp.com/biz/rolfs-bar-and-restaurant-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,three,0,0,0,10010,40.73803,-73.98353,269.0,78604.4,0.17484352934079403
34,bar-veloce-new-york-7,European,"{'latitude': 40.742542, 'longitude': -73.996979}",False,"{'address1': '176 7th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['176 7th Ave', 'New York, NY 10011']}",Bar Veloce,3.5,186,[],https://www.yelp.com/biz/bar-veloce-new-york-7?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,0,0,0,10011,40.742542,-73.996979,468.0,80408.9,0.10935180557887601
35,hoek-pizza-brooklyn-2,Pizza,"{'latitude': 40.6779064, 'longitude': -74.0169529}",False,"{'address1': '117 Ferris St', 'address2': None, 'address3': None, 'city': 'Brooklyn', 'zip_code': '11231', 'country': 'US', 'state': 'NY', 'display_address': ['117 Ferris St', 'Brooklyn, NY 11231']}",HOEK PIZZA,4.0,54,"['delivery', 'pickup']",https://www.yelp.com/biz/hoek-pizza-brooklyn-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11231,40.6779064,-74.0169529,173.0,23800.0,0.8421676633948144
36,the-juiice-box-brooklyn-5,American (Casual),"{'latitude': 40.6941, 'longitude': -73.92681}",False,"{'address1': '852 Bushwick Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11221', 'country': 'US', 'state': 'NY', 'display_address': ['852 Bushwick Ave', 'Brooklyn, NY 11221']}",The Juiice Box,4.0,23,"['delivery', 'pickup']",https://www.yelp.com/biz/the-juiice-box-brooklyn-5?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,0,missing,1,0,1,11221,40.6941,-73.92681,155.0,60559.1,0.12573766940791198
37,gramercy-tavern-new-york,American (New),"{'latitude': 40.73844, 'longitude': -73.98825}",False,"{'address1': '42 E 20th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['42 E 20th St', 'New York, NY 10003']}",Gramercy Tavern,4.5,2926,[],https://www.yelp.com/biz/gramercy-tavern-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,1,four,0,0,0,10003,40.73844,-73.98825,714.0,98998.8,0.15002273658823348
38,minnies-new-york,American (Casual),"{'latitude': 40.72045, 'longitude': -73.98448}",True,"{'address1': '29 Clinton St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['29 Clinton St', 'New York, NY 10002']}",Minnie's,4.0,129,[],https://www.yelp.com/biz/minnies-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,1,0,two,0,0,0,10002,40.72045,-73.98448,560.0,90849.3,0.33230807570731286
39,clay-pot-east-village-new-york-2,Chinese,"{'latitude': 40.7279880270274, 'longitude': -73.9865907985248}",False,"{'address1': ""58 St Mark's Pl"", 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': [""58 St Mark's Pl"", 'New York, NY 10003']}",Clay Pot - East Village,4.5,318,"['delivery', 'pickup']",https://www.yelp.com/biz/clay-pot-east-village-new-york-2?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10003,40.7279880270274,-73.9865907985248,714.0,98998.8,0.17191071869627544
40,tasty-hand-pulled-noodles-ii-new-york,Noodles,"{'latitude': 40.760537, 'longitude': -73.990782}",False,"{'address1': '648 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['648 9th Ave', 'New York, NY 10036']}",Tasty Hand Pulled Noodles II,4.0,307,"['pickup', 'delivery']",https://www.yelp.com/biz/tasty-hand-pulled-noodles-ii-new-york?adjust_creative=lX2bih-ddnUYOCHmROLS0A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lX2bih-ddnUYOCHmROLS0A,0,1,two,1,0,1,10036,40.760537,-73.990782,672.0,54427.5,0.15283990676462203
